运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号,直连路径损耗（dB）,直连门限（dB）
P00152,leg1-climb,330.0,368.76176269531254,直连,,54.80497750786803,122.0
P00071,leg1-climb,360.0,369.3314101710464,直连,,55.62142493215843,122.0
P00089,leg1-climb,365.0,374.04939412434896,直连,,56.2129160027533,122.0
P00107,leg1-climb,365.0,374.04939412434896,直连,,56.2129160027533,122.0
P00152,leg1-climb,368.76176269531254,378.45220336914065,直连,,80.94666213903065,122.0
P00071,leg1-climb,369.3314101710464,378.6628203420928,直连,,66.89926097440376,122.0
P00089,leg1-climb,374.04939412434896,383.09878824869793,直连,,66.38297288678419,122.0
P00107,leg1-climb,374.04939412434896,383.09878824869793,直连,,66.38297288678419,122.0
P00152,leg1-cruise,378.45220336914065,388.2708294149384,直连,,82.88383902694989,122.0
P00071,leg1-climb,378.6628203420928,387.9942305131392,直连,,74.03111890316714,122.0
P00089,leg1-climb,383.09878824869793,392.1481823730469,直连,,73.65557611128986,122.0
P00107,leg1-climb,383.09878824869793,392.1481823730469,直连,,73.65557611128986,122.0
P00071,leg1-climb,387.9942305131392,397.3256406841856,直连,,77.89386793099945,122.0
P00152,leg1-cruise,388.2708294149384,398.0894554607362,直连,,86.77063365844988,122.0
P00024,leg1-climb,390.0,399.6718205769857,直连,,54.84926104563459,122.0
P00089,leg1-climb,392.1481823730469,401.19757649739586,直连,,77.55760837078127,122.0
P00107,leg1-climb,392.1481823730469,401.19757649739586,直连,,77.55760837078127,122.0
P00071,leg1-climb,397.3256406841856,406.657050855232,直连,,80.55821443491213,122.0
P00152,leg1-cruise,398.0894554607362,407.90808150653396,直连,,90.16068595088801,122.0
P00024,leg1-climb,399.6718205769857,409.34364115397136,直连,,67.48415012187199,122.0
P00089,leg1-climb,401.19757649739586,410.2469706217448,直连,,80.24042241053876,122.0
P00107,leg1-climb,401.19757649739586,410.2469706217448,直连,,80.24042241053876,122.0
P00071,leg1-climb,406.657050855232,415.9884610262784,直连,,82.59426367590437,122.0
P00152,leg1-cruise,407.90808150653396,417.72670755233173,直连,,92.74417043864779,122.0
P00024,leg1-climb,409.34364115397136,419.01546173095704,直连,,74.46380373438195,122.0
P00089,leg1-climb,410.2469706217448,419.29636474609373,直连,,82.2872031221879,122.0
P00107,leg1-climb,410.2469706217448,419.29636474609373,直连,,82.2872031221879,122.0
P00071,leg1-climb,415.9884610262784,425.3198711973248,直连,,84.24251418046586,122.0
P00152,leg1-cruise,417.72670755233173,427.5453335981295,直连,,94.77944721369933,122.0
P00024,leg1-climb,419.01546173095704,428.6872823079427,直连,,78.283142532026,122.0
P00089,leg1-climb,419.29636474609373,428.3457588704427,直连,,83.94246818974946,122.0
P00107,leg1-climb,419.29636474609373,428.3457588704427,直连,,83.94246818974946,122.0
P00071,leg1-climb,425.3198711973248,434.6512813683712,直连,,85.62731847828361,122.0
P00152,leg1-cruise,427.5453335981295,437.3639596439273,直连,,96.44576962711744,122.0
P00089,leg1-climb,428.3457588704427,437.39515299479166,直连,,85.33221615138905,122.0
P00107,leg1-climb,428.3457588704427,437.39515299479166,直连,,85.33221615138905,122.0
P00024,leg1-climb,428.6872823079427,438.3591028849284,直连,,80.92693785901753,122.0
P00020,leg1-climb,429.0,438.5200331624349,直连,,55.20206987342256,122.0
P00071,leg1-climb,434.6512813683712,443.9826915394176,直连,,86.82140053434753,122.0
P00152,leg1-cruise,437.3639596439273,447.1825856897251,直连,,97.8520566432842,122.0
P00089,leg1-climb,437.39515299479166,446.4445471191406,直连,,86.52997009376686,122.0
P00107,leg1-climb,437.39515299479166,446.4445471191406,直连,,86.52997009376686,122.0
P00024,leg1-climb,438.3591028849284,448.0309234619141,直连,,82.95100231144117,122.0
P00020,leg1-climb,438.5200331624349,448.0400663248698,直连,,67.22820357699511,122.0
P00071,leg1-climb,443.9826915394176,453.314101710464,直连,,87.87099149767278,122.0
P00089,leg1-climb,446.4445471191406,455.4939412434896,直连,,87.58239599079008,122.0
P00107,leg1-climb,446.4445471191406,455.4939412434896,直连,,87.58239599079008,122.0
P00152,leg1-cruise,447.1825856897251,457.0012117355228,直连,,99.06671421641943,122.0
P00024,leg1-climb,448.0309234619141,457.70274403889977,直连,,84.59140206329432,122.0
P00020,leg1-climb,448.0400663248698,457.5600994873047,直连,,74.27352924398483,122.0
P00005,leg1-climb,450.0,459.06271270751955,直连,,58.81621869882936,122.0
P00071,leg1-climb,453.314101710464,462.6455118815104,直连,,88.80731548479534,122.0
P00089,leg1-cruise,455.4939412434896,465.3352770733606,直连,,88.2974489555112,122.0
P00107,leg1-cruise,455.4939412434896,465.3352770733606,直连,,88.2974489555112,122.0
P00152,leg1-cruise,457.0012117355228,466.81983778132064,直连,,100.13484872048119,122.0
P00020,leg1-climb,457.5600994873047,467.0801326497396,直连,,78.11171836792278,122.0
P00024,leg1-climb,457.70274403889977,467.37456461588545,直连,,85.9706652946353,122.0
P00005,leg1-climb,459.06271270751955,468.1254254150391,直连,,62.9675814802293,122.0
P00071,leg1-cruise,462.6455118815104,472.5709028736268,直连,,89.42208555267314,122.0
P00089,leg1-cruise,465.3352770733606,475.17661290323167,直连,,89.81436752723701,122.0
P00107,leg1-cruise,465.3352770733606,475.17661290323167,直连,,89.81436752723701,122.0
P00152,leg1-cruise,466.81983778132064,476.6384638271184,直连,,101.08755538491656,122.0
P00020,leg1-climb,467.0801326497396,476.6001658121745,直连,,80.76445636907572,122.0
P00024,leg1-climb,467.37456461588545,477.0463851928711,直连,,87.16062741373639,122.0
P00005,leg1-climb,468.1254254150391,477.1881381225586,直连,,71.33379743766997,122.0
P00071,leg1-cruise,472.5709028736268,477.5335983696849,直连,,90.26920159304541,122.0
P00089,leg1-cruise,475.17661290323167,485.0179487331027,直连,,91.82727607710787,122.0
P00107,leg1-cruise,475.17661290323167,485.0179487331027,直连,,91.82727607710787,122.0
P00020,leg1-climb,476.6001658121745,486.1201989746094,直连,,82.79374142065463,122.0
P00152,leg1-cruise,476.6384638271184,486.4570898729162,直连,,101.94709420372484,122.0
P00024,leg1-climb,477.0463851928711,486.7182057698568,直连,,88.20703498957403,122.0
P00005,leg1-climb,477.1881381225586,486.25085083007815,直连,,75.51513358475097,122.0
P00071,leg1-cruise,477.5335983696849,487.4589893618013,直连,,91.07014886342375,122.0
P00089,leg1-cruise,485.0179487331027,494.8592845629737,直连,,93.74840583231656,122.0
P00107,leg1-cruise,485.0179487331027,494.8592845629737,直连,,93.74840583231656,122.0
