candidate_group,covered_gap_ids,spatial_gap_ids,covered_sorties,service_start_s,service_end_s,preparation_start_s,longitude,latitude,ground_dsm_m,hover_altitude_m,agl_m,energy_kwh,return_soc_percent,return_o01_s,outbound_flight_s,return_flight_s
1,"[6, 7, 9]","[5, 6, 7, 9, 11, 12, 13, 15]","Q23-010,Q23-019,Q23-022",2758.2493042386855,4087.3751389959266,2209.006408581307,109.2064541,23.0244748,367.6875305175781,667.6875305175781,300.0,0.5937895731217618,81.44407583994494,4471.61699552977,339.24289565737865,384.24185653384353
1,"[6, 7, 9]","[5, 6, 7, 9, 11, 12, 13, 15]","Q23-010,Q23-019,Q23-022",2758.2493042386855,4087.3751389959266,2207.34459424236,109.2077265,23.0267207,360.7129211425781,660.7129211425781,300.0,0.5953451712430595,81.39546339865439,4472.6975924208,340.90470999632555,385.32245342487374
1,"[4, 5, 6]","[4, 5, 6, 7, 9, 11, 13, 14]","Q23-010,Q23-011,Q23-014",2137.1440024409562,3300.2626284269522,1496.2747708562624,109.2028191,23.0394186,507.341552734375,657.341552734375,150.0,0.6023368116441012,81.17697463612184,3775.268656072844,430.8692315846937,475.0060276458916
1,"[4, 5, 6]","[4, 5, 6, 7, 9, 11, 13, 14]","Q23-010,Q23-011,Q23-014",2137.1440024409562,3300.2626284269522,1494.3828476660658,109.2023786,23.0394548,506.3517150878906,656.3517150878906,150.0,0.6036156323585098,81.13701148879657,3777.0780927925002,432.7611547748905,476.815464365548
1,"[4, 5, 6]","[4, 5, 6, 7, 9, 11, 13, 14]","Q23-010,Q23-011,Q23-014",2137.1440024409562,3300.2626284269522,1489.923660779824,109.2025918,23.0397567,521.0740356445312,671.0740356445312,150.0,0.6054220459109814,81.08056106528183,3782.7641397251286,437.22034166113207,482.5015112981763
1,"[11, 12, 14]","[2, 4, 5, 6, 7, 11, 12, 14, 15, 17]","Q23-006,Q23-013,Q23-025",5491.586089499344,6567.351276109428,4797.269200927109,109.2023786,23.0494548,473.51116943359375,623.5111694335938,150.0,0.6121881814569292,80.86911932947096,7092.985762134463,484.3168885722355,525.634486025035
1,"[11, 12, 14]","[2, 4, 5, 6, 7, 11, 12, 14, 15, 17]","Q23-006,Q23-013,Q23-025",5491.586089499344,6567.351276109428,4792.6418104025815,109.2025918,23.0497567,487.5845642089844,637.5845642089844,150.0,0.614148009932294,80.80787468961582,7098.785935556939,488.9442790967621,531.4346594475109
1,"[17, 18, 19]","[1, 2, 10, 17, 18, 19]","Q23-005,Q23-020,Q23-024",8794.069023629234,9891.728419698633,8101.566158529601,109.2739025,23.0347345,348.79949951171875,648.7994995117188,300.0,0.6159284116728161,80.7522371352245,10417.656243090909,482.50286509963263,525.9278233922759
1,"[17, 18, 19]","[1, 2, 10, 17, 18, 19]","Q23-005,Q23-020,Q23-024",8794.069023629234,9891.728419698633,8075.0136093245055,109.28027778,23.03333333,377.28515625,627.28515625,250.0,0.6344160058806951,80.17449981622829,10442.415930357527,509.05541430472806,550.6875106588948
1,"[17, 18, 19]","[1, 2, 3, 8, 10, 17, 18, 19]","Q23-005,Q23-020,Q23-024",8794.069023629234,9891.728419698633,8065.284844943185,109.2813839,23.0310882,419.8471374511719,669.8471374511719,250.0,0.6376177224094083,80.074446174706,10455.691526505612,518.784178686049,563.96310680698
1,"[6, 7, 10]","[2, 5, 6, 7, 10, 13, 17]","Q23-010,Q23-019,Q23-023",2758.2493042386855,4142.344928542324,2154.418106715117,109.219009,23.0429048,333.1541748046875,633.1541748046875,300.0,0.647907120172476,79.75290249461013,4578.2973072996165,393.83119752356845,435.9523787572924
1,"[6, 7, 10]","[2, 5, 6, 7, 10, 13, 17]","Q23-010,Q23-019,Q23-023",2758.2493042386855,4142.344928542324,2150.9753972979515,109.2189807,23.043434,331.7257385253906,631.7257385253906,300.0,0.6502077788570643,79.68100691071675,4581.620980360173,397.2739069407337,439.27605181784963
1,"[6, 7, 10]","[2, 5, 6, 7, 10, 11, 13, 17]","Q23-010,Q23-019,Q23-023",2758.2493042386855,4142.344928542324,2134.7632269076903,109.2183003,23.0461338,314.61212158203125,614.6121215820312,300.0,0.6617773973633452,79.31945633239546,4596.407016005155,413.48607733099493,454.06208746283085
