运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号,直连路径损耗（dB）,直连门限（dB）
P00071,leg1-climb,360.0,369.3314101710464,直连,,55.62142493215843,122.0
P00089,leg1-climb,360.0,369.04939412434896,直连,,56.2129160027533,122.0
P00083,leg1-climb,361.0,370.5200331624349,直连,,55.20206987342256,122.0
P00089,leg1-climb,369.04939412434896,378.09878824869793,直连,,66.38297288678419,122.0
P00071,leg1-climb,369.3314101710464,378.6628203420928,直连,,66.89926097440376,122.0
P00083,leg1-climb,370.5200331624349,380.04006632486977,直连,,67.22820357699504,122.0
P00089,leg1-climb,378.09878824869793,387.1481823730469,直连,,73.65557611128986,122.0
P00071,leg1-climb,378.6628203420928,387.9942305131392,直连,,74.03111890316714,122.0
P00083,leg1-climb,380.04006632486977,389.5600994873047,直连,,74.27352924398483,122.0
P00089,leg1-climb,387.1481823730469,396.19757649739586,直连,,77.55760837078127,122.0
P00071,leg1-climb,387.9942305131392,397.3256406841856,直连,,77.89386793099945,122.0
P00083,leg1-climb,389.5600994873047,399.0801326497396,直连,,78.11171836792278,122.0
P00018,leg1-climb,390.0,399.31454196506076,直连,,55.657959231200294,122.0
P00032,leg1-climb,391.0,400.6904406738281,直连,,54.80497750786803,122.0
P00089,leg1-climb,396.19757649739586,405.2469706217448,直连,,80.24042241053876,122.0
P00071,leg1-climb,397.3256406841856,406.657050855232,直连,,80.55821443491213,122.0
P00083,leg1-climb,399.0801326497396,408.6001658121745,直连,,80.76445636907572,122.0
P00018,leg1-climb,399.31454196506076,408.6290839301215,直连,,66.86922826520828,122.0
P00032,leg1-climb,400.6904406738281,410.38088134765627,直连,,67.51503459175112,122.0
P00089,leg1-climb,405.2469706217448,414.29636474609373,直连,,82.2872031221879,122.0
P00071,leg1-climb,406.657050855232,415.9884610262784,直连,,82.59426367590437,122.0
P00083,leg1-climb,408.6001658121745,418.12019897460937,直连,,82.79374142065464,122.0
P00018,leg1-climb,408.6290839301215,417.9436258951823,直连,,74.00910738820313,122.0
P00032,leg1-climb,410.38088134765627,420.0713220214844,直连,,74.48686069242545,122.0
P00089,leg1-climb,414.29636474609373,423.3457588704427,直连,,83.94246818974946,122.0
