sortie,phase,time_s,relay_sortie,access_loss_db,access_limit_db,access_available,backhaul_loss_db,backhaul_limit_db,backhaul_available,both_available
Q23-002,leg1-descent,829.6875758372776,R3-002,103.80576216719898,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,839.0289001257821,R3-002,103.80540987398699,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,848.3702244142866,R3-002,103.80705432249512,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,857.711548702791,R3-002,103.81069324610773,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,867.0528729912954,R3-002,103.81632163624603,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,876.3941972798,R3-002,103.82393176530292,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg1-descent,885.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,885.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,895.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,905.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,915.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,925.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,935.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,945.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,955.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,965.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,975.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,985.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,995.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1005.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1015.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1025.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1035.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1045.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1055.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1065.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1075.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1085.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S007-handoff,1095.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1095.7355215683044,R3-002,113.83351322189024,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1104.314311173339,R3-002,103.82306468602566,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1112.8931007783738,R3-002,103.81501170875767,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1121.4718903834087,R3-002,103.80936767727745,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1130.0506799884433,R3-002,103.80614200874193,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1138.629469593478,R3-002,103.80534009806195,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-climb,1147.2082591985127,R3-002,103.80696328787896,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1147.2082591985127,R3-002,103.80696328787896,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1157.112182680916,R3-002,104.08014063894818,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1167.0161061633194,R3-002,104.40806657682002,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1176.9200296457227,R3-002,104.77804502654918,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1186.823953128126,R3-002,105.17827943168933,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1196.7278766105294,R3-002,105.59853205404832,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1206.6318000929327,R3-002,106.03037070005284,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1216.535723575336,R3-002,106.46713312332662,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1226.4396470577394,R3-002,106.90373535773705,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1236.3435705401428,R3-002,107.33641765928749,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1246.247494022546,R3-002,107.76248586119172,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1256.1514175049494,R3-002,108.18007788279117,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1266.0553409873528,R3-002,108.58796689751608,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1275.9592644697561,R3-002,108.98540241109717,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1285.8631879521595,R3-002,109.37198558261055,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-cruise,1295.7671114345628,R3-002,109.74757333399131,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-descent,1295.7671114345628,R3-002,109.74757333399131,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-descent,1301.4507540126879,R3-002,109.74726882128049,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg2-descent,1307.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1307.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1317.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1327.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1337.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1347.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1357.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1367.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1377.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1387.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1397.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1407.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1417.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1427.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1437.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1447.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1457.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1467.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1477.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,S015-handoff,1487.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-climb,1487.134396590813,R3-002,109.74715250666071,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-climb,1495.2426678717375,R3-002,109.74746631209861,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-climb,1503.3509391526618,R3-002,109.74833157548628,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-climb,1511.4592104335863,R3-002,109.7497479673008,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-climb,1519.567481714511,R3-002,109.75171494846063,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1519.567481714511,R3-002,109.75171494846063,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1529.3546588666052,R3-002,109.33223233528751,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1539.1418360186997,R3-002,108.89238516024047,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1548.929013170794,R3-002,108.43020921858339,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1558.7161903228885,R3-002,107.94346510431973,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1568.5033674749827,R3-002,107.429591502252,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1578.2905446270772,R3-002,106.88565137618318,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1588.0777217791715,R3-002,106.30827188972869,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1597.864898931266,R3-002,105.69358140148839,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1607.6520760833603,R3-002,105.03715224801377,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1617.4392532354545,R3-002,104.33396930157078,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1627.226430387549,R3-002,103.57846778549823,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1637.0136075396433,R3-002,102.76473278865839,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1646.8007846917378,R3-002,101.88705494889022,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1656.587961843832,R3-002,100.94124766165251,116.0,True,119.85838018172348,126.0,True,True
Q23-002,leg3-cruise,1666.3751389959266,R3-002,99.92755281329828,116.0,True,119.85838018172348,126.0,True,True
Q23-003,leg1-cruise,783.3573686169336,R3-001,101.9369950201211,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,793.3015212530727,R3-001,101.1191699349908,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,803.2456738892115,R3-001,100.2311602459466,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,813.1898265253504,R3-001,99.26458998044838,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,823.1339791614894,R3-001,98.21265850430588,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,833.0781317976283,R3-001,97.07446483414722,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,843.0222844337673,R3-001,95.8650244727383,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,852.9664370699061,R3-001,94.6364101159485,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,862.9105897060451,R3-001,93.51360231060478,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,872.854742342184,R3-001,92.72198831129653,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,882.798894978323,R3-001,92.51807095854818,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,892.743047614462,R3-001,92.984617672179,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,902.6872002506009,R3-001,93.94290001121047,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,912.6313528867397,R3-001,95.12990957666254,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,922.5755055228788,R3-001,96.36073669584692,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,932.5196581590176,R3-001,97.54485412096457,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,942.4638107951566,R3-001,98.64870454649771,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,952.4079634312955,R3-001,99.66548583407103,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,962.3521160674344,R3-001,100.59927512968271,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,972.2962687035733,R3-001,101.45783835100437,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,982.2404213397124,R3-001,102.24961009296257,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,992.1845739758512,R3-001,102.98252299683827,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1002.12872661199,R3-001,103.66362783754678,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1012.0728792481291,R3-001,104.299039385955,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1022.0170318842679,R3-001,104.89400671438088,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1031.961184520407,R3-001,105.4530220366587,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1041.9053371565458,R3-001,105.97993267726262,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1051.8494897926848,R3-001,106.47804281555489,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1061.7936424288237,R3-001,106.9502011420347,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-cruise,1071.7377950649627,R3-001,107.39887447887936,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1071.7377950649627,R3-001,107.39887447887936,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1080.6378613898326,R3-001,107.40543863719131,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1089.5379277147024,R3-001,107.41278295710852,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1098.437994039572,R3-001,107.42090347008497,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1107.3380603644418,R3-001,107.42979580637152,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1116.2381266893117,R3-001,107.43945520274923,116.0,True,114.27394830839819,126.0,True,True
Q23-003,leg1-descent,1125.1381930141815,R3-001,107.44987651089774,116.0,True,114.27394830839819,126.0,True,True
