运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
P00057,leg2-cruise,1395.800245903194,1400.602366255596,直连,
P00020,leg2-cruise,1396.438998846847,1401.149868778727,中继,RU-001
P00035,leg2-cruise,1399.829810815848,1404.760690408208,直连,
P00024,leg2-cruise,1400.166887859906,1405.041587944924,中继,RU-001
P00011,leg2-cruise,1400.602366255596,1405.404486607999,直连,
P00057,leg2-cruise,1400.602366255596,1405.404486607999,直连,
P00107,S010-handoff,1400.602366255596,1410.206606960401,中继,RU-001
P00020,leg2-cruise,1401.149868778727,1405.860738710608,中继,RU-001
P00035,leg2-cruise,1404.760690408208,1409.691570000569,直连,
P00024,leg2-cruise,1405.041587944924,1409.916288029941,中继,RU-001
P00011,leg2-cruise,1405.404486607999,1410.206606960401,直连,
P00057,leg2-cruise,1405.404486607999,1410.206606960401,直连,
P00020,leg2-cruise,1405.860738710608,1410.571608642489,中继,RU-001
P00035,leg2-cruise,1409.691570000569,1414.62244959293,直连,
P00024,leg2-cruise,1409.916288029941,1414.790988114959,中继,RU-001
P00011,leg2-cruise,1410.206606960401,1415.008727312804,直连,
P00057,leg2-cruise,1410.206606960401,1415.008727312804,直连,
P00107,S010-handoff,1410.206606960401,1419.810847665206,中继,RU-001
P00020,leg2-cruise,1410.571608642489,1415.282478574369,中继,RU-001
P00035,leg2-cruise,1414.62244959293,1419.55332918529,直连,
P00024,leg2-cruise,1414.790988114959,1419.665688199976,中继,RU-001
P00011,leg2-cruise,1415.008727312804,1419.810847665206,直连,
P00057,leg2-cruise,1415.008727312804,1419.810847665206,直连,
P00020,leg2-cruise,1415.282478574369,1419.99334850625,中继,RU-001
P00035,leg2-cruise,1419.55332918529,1424.484208777651,直连,
P00024,leg2-cruise,1419.665688199976,1424.540388284994,中继,RU-001
P00011,leg2-cruise,1419.810847665206,1424.612968017609,直连,
P00057,leg2-cruise,1419.810847665206,1424.612968017609,直连,
P00107,S010-handoff,1419.810847665206,1429.415088370011,中继,RU-001
P00020,leg2-cruise,1419.99334850625,1424.704218438131,中继,RU-001
P00035,leg2-cruise,1424.484208777651,1429.415088370011,直连,
P00024,leg2-cruise,1424.540388284994,1429.415088370011,直连,
P00011,leg2-cruise,1424.612968017609,1429.415088370011,直连,
P00057,leg2-cruise,1424.612968017609,1429.415088370011,直连,
P00020,leg2-cruise,1424.704218438131,1429.415088370011,中继,RU-001
P00011,leg2-cruise,1429.415088370011,1435.54002698312,直连,
P00020,leg2-cruise,1429.415088370011,1434.146571165054,中继,RU-001
P00024,leg2-cruise,1429.415088370011,1434.146571165054,直连,
P00035,leg2-cruise,1429.415088370011,1434.235601765197,直连,
P00057,leg2-cruise,1429.415088370011,1434.146571165054,直连,
P00107,S010-handoff,1429.415088370011,1438.366703202437,中继,RU-001
P00020,leg2-cruise,1434.146571165054,1438.878053960097,中继,RU-001
P00024,leg2-cruise,1434.146571165054,1438.878053960097,直连,
P00057,leg2-cruise,1434.146571165054,1438.878053960097,直连,
P00035,leg2-cruise,1434.235601765197,1439.056115160382,直连,
P00011,leg2-cruise,1435.54002698312,1441.664965596229,直连,
P00107,S010-handoff,1438.366703202437,1447.318318034863,中继,RU-001
P00020,leg2-cruise,1438.878053960097,1443.60953675514,中继,RU-001
P00024,leg2-cruise,1438.878053960097,1443.60953675514,直连,
P00057,leg2-cruise,1438.878053960097,1443.60953675514,直连,
P00035,leg2-cruise,1439.056115160382,1443.876628555568,直连,
P00011,leg2-descent,1441.664965596229,1451.598208902707,直连,
P00020,leg2-cruise,1443.60953675514,1448.341019550183,中继,RU-001
P00024,leg2-cruise,1443.60953675514,1448.341019550183,直连,
P00057,leg2-cruise,1443.60953675514,1448.341019550183,直连,
P00035,leg2-cruise,1443.876628555568,1448.697141950754,直连,
P00107,S010-handoff,1447.318318034863,1456.269932867289,中继,RU-001
P00020,leg2-cruise,1448.341019550183,1453.072502345226,中继,RU-001
P00024,leg2-cruise,1448.341019550183,1453.072502345226,直连,
P00057,leg2-cruise,1448.341019550183,1453.072502345226,直连,
P00035,leg2-cruise,1448.697141950754,1453.517655345939,直连,
P00011,leg2-descent,1451.598208902707,1461.531452209184,直连,
P00020,leg2-cruise,1453.072502345226,1457.803985140269,中继,RU-001
P00024,leg2-cruise,1453.072502345226,1457.803985140269,直连,
P00057,leg2-cruise,1453.072502345226,1457.803985140269,直连,
P00035,leg2-cruise,1453.517655345939,1458.338168741125,直连,
P00107,S010-handoff,1456.269932867289,1465.221547699716,中继,RU-001
P00020,leg2-cruise,1457.803985140269,1462.535467935312,中继,RU-001
P00024,leg2-cruise,1457.803985140269,1462.535467935312,直连,
P00057,leg2-cruise,1457.803985140269,1462.535467935312,直连,
P00035,leg2-cruise,1458.338168741125,1463.15868213631,直连,
P00011,leg2-descent,1461.531452209184,1471.464695515662,直连,
P00020,leg2-cruise,1462.535467935312,1467.266950730354,中继,RU-001
P00024,leg2-cruise,1462.535467935312,1467.266950730354,直连,
P00057,leg2-cruise,1462.535467935312,1467.266950730354,直连,
P00035,leg2-cruise,1463.15868213631,1467.979195531496,直连,
P00107,S010-handoff,1465.221547699716,1474.173162532142,中继,RU-001
P00020,leg2-cruise,1467.266950730354,1471.998433525397,中继,RU-001
P00024,leg2-cruise,1467.266950730354,1471.998433525397,直连,
P00057,leg2-cruise,1467.266950730354,1471.998433525397,直连,
P00035,leg2-cruise,1467.979195531496,1472.799708926681,直连,
P00011,leg2-descent,1471.464695515662,1481.39793882214,直连,
P00020,leg2-cruise,1471.998433525397,1476.72991632044,中继,RU-001
P00024,leg2-cruise,1471.998433525397,1476.72991632044,直连,
P00057,leg2-cruise,1471.998433525397,1476.72991632044,直连,
P00035,leg2-cruise,1472.799708926681,1477.620222321867,直连,
P00107,S010-handoff,1474.173162532142,1483.124777364568,中继,RU-001
P00020,leg2-cruise,1476.72991632044,1481.461399115483,中继,RU-001
P00024,leg2-cruise,1476.72991632044,1481.461399115483,直连,
P00057,leg2-cruise,1476.72991632044,1481.461399115483,直连,
P00035,leg2-cruise,1477.620222321867,1482.440735717052,直连,
P00011,leg2-descent,1481.39793882214,1491.331182128618,直连,
P00020,leg2-cruise,1481.461399115483,1486.192881910526,中继,RU-001
P00024,leg2-cruise,1481.461399115483,1486.192881910526,直连,
P00057,leg2-cruise,1481.461399115483,1486.192881910526,直连,
P00035,leg2-cruise,1482.440735717052,1487.261249112238,直连,
P00107,leg3-climb,1483.124777364568,1492.46217021396,中继,RU-001
P00020,leg2-cruise,1486.192881910526,1490.924364705569,中继,RU-001
P00024,leg2-cruise,1486.192881910526,1490.924364705569,直连,
P00057,leg2-cruise,1486.192881910526,1490.924364705569,直连,
P00035,leg2-cruise,1487.261249112238,1492.081762507423,直连,
P00020,leg2-cruise,1490.924364705569,1495.655847500612,中继,RU-001
P00024,leg2-cruise,1490.924364705569,1495.655847500612,直连,
P00057,leg2-cruise,1490.924364705569,1495.655847500612,直连,
P00011,leg2-descent,1491.331182128618,1501.264425435096,直连,
P00035,leg2-cruise,1492.081762507423,1496.902275902609,直连,
P00107,leg3-climb,1492.46217021396,1501.799563063352,中继,RU-001
P00020,leg2-cruise,1495.655847500612,1500.387330295655,中继,RU-001
P00024,leg2-cruise,1495.655847500612,1500.387330295655,直连,
P00057,leg2-cruise,1495.655847500612,1500.387330295655,直连,
P00035,leg2-cruise,1496.902275902609,1501.722789297795,直连,
P00020,leg2-cruise,1500.387330295655,1505.118813090698,中继,RU-001
P00024,leg2-cruise,1500.387330295655,1505.118813090698,直连,
P00057,leg2-cruise,1500.387330295655,1505.118813090698,直连,
P00011,leg2-descent,1501.264425435096,1511.197668741574,直连,
P00035,leg2-cruise,1501.722789297795,1506.54330269298,直连,
P00107,leg3-climb,1501.799563063352,1511.136955912745,中继,RU-001
P00020,leg2-cruise,1505.118813090698,1509.85029588574,中继,RU-001
P00024,leg2-cruise,1505.118813090698,1509.85029588574,直连,
P00057,leg2-cruise,1505.118813090698,1509.85029588574,直连,
P00035,leg2-cruise,1506.54330269298,1511.363816088166,直连,
P00020,leg2-cruise,1509.85029588574,1514.581778680783,中继,RU-001
P00024,leg2-cruise,1509.85029588574,1514.581778680783,直连,
P00057,leg2-cruise,1509.85029588574,1514.581778680783,直连,
P00107,leg3-cruise,1511.136955912745,1516.114497476933,中继,RU-001
P00011,leg2-descent,1511.197668741574,1521.130912048052,直连,
P00035,leg2-cruise,1511.363816088166,1516.184329483351,直连,
P00020,leg2-cruise,1514.581778680783,1519.313261475826,中继,RU-001
P00024,leg2-cruise,1514.581778680783,1519.313261475826,直连,
P00057,leg2-cruise,1514.581778680783,1519.313261475826,直连,
P00107,leg3-cruise,1516.114497476933,1521.092039041122,中继,RU-001
P00035,leg2-cruise,1516.184329483351,1521.004842878537,直连,
P00020,leg2-cruise,1519.313261475826,1524.044744270869,中继,RU-001
P00024,leg2-cruise,1519.313261475826,1524.044744270869,直连,
P00057,leg2-cruise,1519.313261475826,1524.044744270869,直连,
P00035,leg2-cruise,1521.004842878537,1525.825356273722,直连,
P00107,leg3-cruise,1521.092039041122,1526.06958060531,中继,RU-001
P00011,leg2-descent,1521.130912048052,1531.06415535453,直连,
P00020,leg2-cruise,1524.044744270869,1528.776227065912,中继,RU-001
P00024,leg2-cruise,1524.044744270869,1528.776227065912,直连,
P00057,leg2-cruise,1524.044744270869,1528.776227065912,直连,
P00035,leg2-cruise,1525.825356273722,1530.645869668908,直连,
P00107,leg3-cruise,1526.06958060531,1531.047122169499,中继,RU-001
P00020,leg2-cruise,1528.776227065912,1533.507709860955,中继,RU-001
P00024,leg2-cruise,1528.776227065912,1533.507709860955,直连,
P00057,leg2-cruise,1528.776227065912,1533.507709860955,直连,
P00035,leg2-cruise,1530.645869668908,1535.466383064093,直连,
P00107,leg3-cruise,1531.047122169499,1536.024663733687,中继,RU-001
P00011,leg2-descent,1531.06415535453,1540.997398661008,直连,
P00020,leg2-cruise,1533.507709860955,1538.239192655998,中继,RU-001
P00024,leg2-cruise,1533.507709860955,1538.239192655998,直连,
P00057,leg2-cruise,1533.507709860955,1538.239192655998,直连,
P00035,leg2-cruise,1535.466383064093,1540.286896459279,直连,
P00107,leg3-cruise,1536.024663733687,1541.002205297876,中继,RU-001
P00020,leg2-cruise,1538.239192655998,1542.970675451041,中继,RU-001
P00024,leg2-cruise,1538.239192655998,1542.970675451041,直连,
P00057,leg2-cruise,1538.239192655998,1542.970675451041,直连,
P00035,leg2-cruise,1540.286896459279,1545.107409854465,直连,
P00011,leg2-descent,1540.997398661008,1550.930641967485,直连,
P00107,leg3-cruise,1541.002205297876,1545.979746862064,中继,RU-001
P00020,leg2-cruise,1542.970675451041,1547.702158246084,中继,RU-001
P00024,leg2-cruise,1542.970675451041,1547.702158246084,直连,
P00057,leg2-cruise,1542.970675451041,1547.702158246084,直连,
P00035,leg2-cruise,1545.107409854465,1549.92792324965,直连,
P00107,leg3-cruise,1545.979746862064,1550.957288426253,中继,RU-001
P00020,leg2-cruise,1547.702158246084,1552.433641041127,中继,RU-001
P00024,leg2-cruise,1547.702158246084,1552.433641041127,直连,
P00057,leg2-cruise,1547.702158246084,1552.433641041127,直连,
P00035,leg2-cruise,1549.92792324965,1554.748436644836,直连,
P00011,leg2-descent,1550.930641967485,1560.863885273963,直连,
P00107,leg3-cruise,1550.957288426253,1555.934829990441,中继,RU-001
P00020,leg2-cruise,1552.433641041127,1557.165123836169,中继,RU-001
P00024,leg2-cruise,1552.433641041127,1557.165123836169,直连,
P00057,leg2-cruise,1552.433641041127,1557.165123836169,直连,
P00037,leg1-climb,1552.471583539037,1561.921901629819,直连,
P00071,leg1-climb,1552.471583539037,1561.921901629819,直连,
P00035,leg2-descent,1554.748436644836,1563.439803700352,直连,
P00107,leg3-cruise,1555.934829990441,1560.91237155463,中继,RU-001
P00020,leg2-cruise,1557.165123836169,1561.896606631212,中继,RU-001
P00024,leg2-cruise,1557.165123836169,1561.896606631212,直连,
P00057,leg2-cruise,1557.165123836169,1561.896606631212,直连,
P00107,leg3-cruise,1560.91237155463,1565.889913118818,中继,RU-001
P00020,leg2-cruise,1561.896606631212,1566.628089426255,中继,RU-001
P00024,leg2-cruise,1561.896606631212,1566.628089426255,直连,
P00057,leg2-cruise,1561.896606631212,1566.628089426255,直连,
P00037,leg1-climb,1561.921901629819,1571.372219720601,直连,
P00071,leg1-climb,1561.921901629819,1571.372219720601,直连,
P00035,leg2-descent,1563.439803700352,1572.131170755868,直连,
P00107,leg3-cruise,1565.889913118818,1570.867454683007,中继,RU-001
P00020,leg2-cruise,1566.628089426255,1571.359572221298,中继,RU-001
P00024,leg2-cruise,1566.628089426255,1571.359572221298,直连,
P00057,leg2-cruise,1566.628089426255,1571.359572221298,直连,
P00107,leg3-cruise,1570.867454683007,1575.844996247195,中继,RU-001
P00020,leg2-cruise,1571.359572221298,1576.091055016341,中继,RU-001
P00024,leg2-cruise,1571.359572221298,1576.091055016341,直连,
P00057,leg2-cruise,1571.359572221298,1576.091055016341,直连,
P00037,leg1-climb,1571.372219720601,1580.822537811384,直连,
P00071,leg1-climb,1571.372219720601,1580.822537811384,直连,
P00035,leg2-descent,1572.131170755868,1580.822537811384,直连,
P00107,leg3-cruise,1575.844996247195,1580.822537811384,中继,RU-001
P00020,leg2-cruise,1576.091055016341,1580.822537811384,中继,RU-001
P00024,leg2-cruise,1576.091055016341,1580.822537811384,直连,
P00057,leg2-cruise,1576.091055016341,1580.822537811384,直连,
P00020,leg2-cruise,1580.822537811384,1585.624620700926,中继,RU-001
P00024,leg2-cruise,1580.822537811384,1585.624620700926,直连,
P00035,leg2-descent,1580.822537811384,1590.426703590469,直连,
P00037,leg1-climb,1580.822537811384,1590.426703590469,直连,
P00057,leg2-cruise,1580.822537811384,1585.624620700926,直连,
P00071,leg1-climb,1580.822537811384,1590.426703590469,直连,
P00107,leg3-cruise,1580.822537811384,1585.624620700926,直连,
P00020,leg2-cruise,1585.624620700926,1590.426703590469,中继,RU-001
P00024,leg2-cruise,1585.624620700926,1590.426703590469,直连,
P00057,leg2-cruise,1585.624620700926,1590.426703590469,直连,
P00107,leg3-cruise,1585.624620700926,1590.426703590469,直连,
P00020,leg2-cruise,1590.426703590469,1595.228786480011,中继,RU-001
P00024,leg2-cruise,1590.426703590469,1595.228786480011,直连,
P00035,leg2-descent,1590.426703590469,1600.030869369554,直连,
P00037,leg1-climb,1590.426703590469,1600.030869369554,直连,
P00057,leg2-cruise,1590.426703590469,1595.228786480011,直连,
P00071,leg1-climb,1590.426703590469,1600.030869369554,直连,
P00107,leg3-cruise,1590.426703590469,1595.228786480011,直连,
P00020,leg2-cruise,1595.228786480011,1600.030869369554,中继,RU-001
P00024,leg2-cruise,1595.228786480011,1600.030869369554,直连,
P00057,leg2-cruise,1595.228786480011,1600.030869369554,直连,
P00107,leg3-cruise,1595.228786480011,1600.030869369554,直连,
P00020,leg2-cruise,1600.030869369554,1604.832952259096,中继,RU-001
P00024,leg2-cruise,1600.030869369554,1604.832952259096,直连,
P00035,leg2-descent,1600.030869369554,1609.635035148639,直连,
P00037,leg1-climb,1600.030869369554,1609.635035148639,直连,
P00057,leg2-cruise,1600.030869369554,1604.832952259096,直连,
P00071,leg1-climb,1600.030869369554,1609.635035148639,直连,
P00107,leg3-cruise,1600.030869369554,1604.832952259096,直连,
P00020,leg2-cruise,1604.832952259096,1609.635035148639,直连,
P00024,leg2-cruise,1604.832952259096,1609.635035148639,直连,
P00057,leg2-cruise,1604.832952259096,1609.635035148639,直连,
P00107,leg3-cruise,1604.832952259096,1609.635035148639,直连,
P00020,leg2-cruise,1609.635035148639,1614.567334856164,直连,
P00024,leg2-cruise,1609.635035148639,1614.214063751281,直连,
P00035,leg2-descent,1609.635035148639,1618.530888423593,直连,
P00037,leg1-climb,1609.635035148639,1612.889668255833,直连,
P00057,leg2-cruise,1609.635035148639,1617.793817914998,直连,
P00071,leg1-climb,1609.635035148639,1618.73144720302,直连,
P00107,leg3-cruise,1609.635035148639,1614.630122580292,直连,
P00037,leg1-cruise,1612.889668255833,1617.886495217082,直连,
P00024,leg2-cruise,1614.214063751281,1618.793092353924,直连,
P00020,leg2-cruise,1614.567334856164,1619.499634563688,直连,
P00107,leg3-cruise,1614.630122580292,1619.625210011945,直连,
P00057,leg2-cruise,1617.793817914998,1625.952600681357,直连,
P00037,leg1-cruise,1617.886495217082,1622.883322178332,直连,
P00035,leg2-descent,1618.530888423593,1627.426741698547,直连,
P00071,leg1-climb,1618.73144720302,1627.827859257402,直连,
P00024,leg2-cruise,1618.793092353924,1623.372120956567,直连,
P00020,leg2-cruise,1619.499634563688,1624.431934271213,直连,
P00107,leg3-cruise,1619.625210011945,1624.620297443598,直连,
P00037,leg1-cruise,1622.883322178332,1627.880149139581,直连,
P00024,leg2-cruise,1623.372120956567,1627.951149559209,直连,
P00020,leg2-cruise,1624.431934271213,1629.364233978738,直连,
P00107,leg3-cruise,1624.620297443598,1629.615384875251,直连,
P00057,leg2-cruise,1625.952600681357,1634.111383447716,直连,
P00071,leg1-climb,1627.827859257402,1636.924271311784,直连,
P00037,leg1-cruise,1627.880149139581,1632.87697610083,直连,
P00024,leg2-cruise,1627.951149559209,1632.530178161852,直连,
P00020,leg2-cruise,1629.364233978738,1634.296533686263,直连,
P00107,leg3-cruise,1629.615384875251,1634.610472306904,直连,
P00024,leg2-cruise,1632.530178161852,1637.109206764494,直连,
P00037,leg1-cruise,1632.87697610083,1637.873803062079,直连,
P00057,leg2-cruise,1634.111383447716,1642.270166214075,直连,
P00020,leg2-cruise,1634.296533686263,1639.228833393788,直连,
P00107,leg3-cruise,1634.610472306904,1639.605559738558,直连,
P00071,leg1-climb,1636.924271311784,1646.020683366165,直连,
P00024,leg2-cruise,1637.109206764494,1641.688235367137,直连,
P00037,leg1-cruise,1637.873803062079,1642.870630023328,直连,
P00020,leg2-cruise,1639.228833393788,1644.161133101313,直连,
P00107,leg3-cruise,1639.605559738558,1644.600647170211,直连,
P00024,leg2-cruise,1641.688235367137,1646.267263969779,直连,
P00057,leg2-descent,1642.270166214075,1651.876995590296,直连,
P00037,leg1-cruise,1642.870630023328,1647.867456984578,直连,
P00020,leg2-cruise,1644.161133101313,1649.093432808838,直连,
P00107,leg3-cruise,1644.600647170211,1649.595734601864,直连,
P00071,leg1-climb,1646.020683366165,1655.117095420547,直连,
P00024,leg2-cruise,1646.267263969779,1650.846292572422,直连,
P00037,leg1-cruise,1647.867456984578,1652.864283945827,直连,
P00020,leg2-cruise,1649.093432808838,1654.025732516363,直连,
P00107,leg3-cruise,1649.595734601864,1654.590822033517,直连,
P00024,leg2-cruise,1650.846292572422,1655.425321175064,直连,
P00057,leg2-descent,1651.876995590296,1661.483824966517,直连,
P00037,leg1-cruise,1652.864283945827,1657.861110907076,直连,
P00020,leg2-cruise,1654.025732516363,1658.958032223888,直连,
P00107,leg3-cruise,1654.590822033517,1659.58590946517,直连,
P00071,leg1-cruise,1655.117095420547,1660.073693605462,直连,
P00024,leg2-cruise,1655.425321175064,1660.004349777707,直连,
P00037,leg1-cruise,1657.861110907076,1662.857937868325,直连,
P00020,leg2-cruise,1658.958032223888,1663.890331931413,直连,
P00107,leg3-cruise,1659.58590946517,1664.580996896823,直连,
P00024,leg2-cruise,1660.004349777707,1664.58337838035,直连,
P00071,leg1-cruise,1660.073693605462,1665.030291790377,直连,
P00057,leg2-descent,1661.483824966517,1671.090654342737,直连,
P00037,leg1-cruise,1662.857937868325,1667.854764829574,直连,
P00020,leg2-cruise,1663.890331931413,1668.822631638938,直连,
P00107,leg3-cruise,1664.580996896823,1669.576084328476,直连,
P00024,leg2-cruise,1664.58337838035,1669.162406982992,直连,
P00071,leg1-cruise,1665.030291790377,1669.986889975292,直连,
P00037,leg1-cruise,1667.854764829574,1672.851591790823,直连,
P00020,leg2-cruise,1668.822631638938,1673.754931346463,直连,
P00024,leg2-cruise,1669.162406982992,1673.741435585635,直连,
P00107,leg3-cruise,1669.576084328476,1674.571171760129,直连,
P00071,leg1-cruise,1669.986889975292,1674.943488160206,直连,
P00057,leg2-descent,1671.090654342737,1680.697483718958,直连,
P00037,leg1-cruise,1672.851591790823,1677.848418752073,直连,
P00024,leg2-cruise,1673.741435585635,1678.320464188278,直连,
P00020,leg2-cruise,1673.754931346463,1678.687231053987,直连,
P00107,leg3-cruise,1674.571171760129,1679.566259191782,直连,
P00071,leg1-cruise,1674.943488160206,1679.900086345122,直连,
P00037,leg1-cruise,1677.848418752073,1682.845245713322,直连,
P00024,leg2-cruise,1678.320464188278,1682.89949279092,直连,
P00020,leg2-cruise,1678.687231053987,1683.619530761512,直连,
P00107,leg3-cruise,1679.566259191782,1684.561346623435,直连,
P00071,leg1-cruise,1679.900086345122,1684.856684530036,直连,
P00057,leg2-descent,1680.697483718958,1690.304313095178,直连,
P00037,leg1-cruise,1682.845245713322,1687.842072674571,直连,
P00024,leg2-descent,1682.89949279092,1692.673122005558,直连,
P00020,leg2-cruise,1683.619530761512,1688.551830469037,直连,
P00107,leg3-cruise,1684.561346623435,1689.556434055089,直连,
P00071,leg1-cruise,1684.856684530036,1689.813282714951,直连,
P00037,leg1-cruise,1687.842072674571,1692.83889963582,直连,
P00020,leg2-cruise,1688.551830469037,1693.484130176562,直连,
P00107,leg3-cruise,1689.556434055089,1694.551521486742,直连,
P00071,leg1-cruise,1689.813282714951,1694.769880899866,直连,
P00057,leg2-descent,1690.304313095178,1699.911142471399,直连,
P00024,leg2-descent,1692.673122005558,1702.446751220196,直连,
P00037,leg1-cruise,1692.83889963582,1697.835726597069,直连,
P00020,leg2-cruise,1693.484130176562,1698.416429884087,直连,
P00107,leg3-cruise,1694.551521486742,1699.546608918395,直连,
P00071,leg1-cruise,1694.769880899866,1699.726479084781,直连,
P00037,leg1-cruise,1697.835726597069,1702.832553558319,直连,
P00020,leg2-cruise,1698.416429884087,1703.348729591612,直连,
P00107,leg3-cruise,1699.546608918395,1704.541696350048,直连,
P00071,leg1-cruise,1699.726479084781,1704.683077269696,直连,
P00057,leg2-descent,1699.911142471399,1709.51797184762,直连,
P00024,leg2-descent,1702.446751220196,1712.220380434834,直连,
P00037,leg1-cruise,1702.832553558319,1707.829380519568,直连,
P00020,leg2-cruise,1703.348729591612,1708.281029299137,直连,
P00107,leg3-cruise,1704.541696350048,1709.536783781701,直连,
P00071,leg1-cruise,1704.683077269696,1709.639675454611,直连,
P00037,leg1-cruise,1707.829380519568,1712.826207480817,直连,
P00020,leg2-cruise,1708.281029299137,1713.213329006662,直连,
P00057,leg2-descent,1709.51797184762,1719.124801223841,直连,
P00107,leg3-cruise,1709.536783781701,1714.531871213354,直连,
P00071,leg1-cruise,1709.639675454611,1714.596273639526,直连,
P00024,leg2-descent,1712.220380434834,1721.994009649473,直连,
P00037,leg1-cruise,1712.826207480817,1717.823034442066,直连,
P00020,leg2-cruise,1713.213329006662,1718.145628714187,直连,
P00107,leg3-cruise,1714.531871213354,1719.526958645007,直连,
P00071,leg1-cruise,1714.596273639526,1719.55287182444,直连,
P00037,leg1-cruise,1717.823034442066,1722.819861403315,直连,
P00020,leg2-cruise,1718.145628714187,1723.077928421712,直连,
P00057,leg2-descent,1719.124801223841,1728.731630600061,直连,
P00107,leg3-cruise,1719.526958645007,1724.52204607666,直连,
P00071,leg1-cruise,1719.55287182444,1724.509470009355,直连,
P00024,leg2-descent,1721.994009649473,1731.767638864111,直连,
P00037,leg1-cruise,1722.819861403315,1727.816688364564,直连,
P00020,leg2-cruise,1723.077928421712,1728.010228129237,直连,
P00071,leg1-cruise,1724.509470009355,1729.46606819427,直连,
P00107,leg3-cruise,1724.52204607666,1729.517133508313,直连,
P00037,leg1-cruise,1727.816688364564,1732.813515325814,直连,
P00020,leg2-cruise,1728.010228129237,1732.942527836761,直连,
P00057,leg2-descent,1728.731630600061,1738.338459976282,直连,
P00071,leg1-cruise,1729.46606819427,1734.422666379185,直连,
P00107,leg3-cruise,1729.517133508313,1734.512220939966,直连,
P00024,leg2-descent,1731.767638864111,1741.541268078749,直连,
P00037,leg1-cruise,1732.813515325814,1737.810342287063,直连,
P00020,leg2-cruise,1732.942527836761,1737.874827544286,直连,
P00071,leg1-cruise,1734.422666379185,1739.3792645641,直连,
P00107,leg3-cruise,1734.512220939966,1739.50730837162,直连,
P00037,leg1-cruise,1737.810342287063,1742.807169248312,直连,
P00020,leg2-cruise,1737.874827544286,1742.807127251811,直连,
P00057,leg2-descent,1738.338459976282,1747.945289352503,直连,
P00071,leg1-cruise,1739.3792645641,1744.335862749015,直连,
P00107,leg3-cruise,1739.50730837162,1744.502395803273,直连,
P00024,leg2-descent,1741.541268078749,1751.314897293387,直连,
P00020,leg2-cruise,1742.807127251811,1747.739426959336,直连,
P00037,leg1-cruise,1742.807169248312,1747.803996209561,直连,
P00071,leg1-cruise,1744.335862749015,1749.29246093393,直连,
P00107,leg3-cruise,1744.502395803273,1749.497483234926,直连,
P00020,leg2-cruise,1747.739426959336,1752.671726666861,直连,
P00037,leg1-cruise,1747.803996209561,1752.80082317081,直连,
P00057,leg2-descent,1747.945289352503,1757.552118728724,直连,
P00071,leg1-cruise,1749.29246093393,1754.249059118845,直连,
P00107,leg3-cruise,1749.497483234926,1754.492570666579,直连,
P00024,leg2-descent,1751.314897293387,1761.088526508025,直连,
P00020,leg2-cruise,1752.671726666861,1757.604026374386,直连,
P00037,leg1-cruise,1752.80082317081,1757.79765013206,直连,
P00071,leg1-cruise,1754.249059118845,1759.205657303759,直连,
P00107,leg3-cruise,1754.492570666579,1759.487658098232,直连,
P00057,leg2-descent,1757.552118728724,1767.158948104944,直连,
P00020,leg2-cruise,1757.604026374386,1762.536326081911,直连,
P00037,leg1-cruise,1757.79765013206,1762.794477093309,直连,
P00071,leg1-cruise,1759.205657303759,1764.162255488674,直连,
P00107,leg3-cruise,1759.487658098232,1764.482745529885,直连,
P00024,leg2-descent,1761.088526508025,1770.862155722663,直连,
P00020,leg2-cruise,1762.536326081911,1767.468625789436,直连,
P00037,leg1-cruise,1762.794477093309,1767.791304054558,直连,
P00071,leg1-cruise,1764.162255488674,1769.118853673589,直连,
P00107,leg3-cruise,1764.482745529885,1769.477832961538,直连,
P00057,leg2-descent,1767.158948104944,1776.765777481165,直连,
P00020,leg2-cruise,1767.468625789436,1772.400925496961,直连,
P00037,leg1-cruise,1767.791304054558,1772.788131015807,直连,
P00071,leg1-cruise,1769.118853673589,1774.075451858504,直连,
P00107,leg3-cruise,1769.477832961538,1774.472920393192,直连,
P00024,leg2-descent,1770.862155722663,1780.635784937302,直连,
P00020,leg2-cruise,1772.400925496961,1777.333225204486,直连,
P00037,leg1-cruise,1772.788131015807,1777.784957977056,直连,
P00071,leg1-cruise,1774.075451858504,1779.032050043419,直连,
P00107,leg3-cruise,1774.472920393192,1779.468007824845,直连,
P00057,leg2-descent,1776.765777481165,1786.372606857386,直连,
P00020,leg2-cruise,1777.333225204486,1782.265524912011,直连,
P00037,leg1-cruise,1777.784957977056,1782.781784938305,直连,
P00071,leg1-cruise,1779.032050043419,1783.988648228334,直连,
P00107,leg3-cruise,1779.468007824845,1784.463095256498,直连,
P00024,leg2-descent,1780.635784937302,1790.40941415194,直连,
P00020,leg2-cruise,1782.265524912011,1787.197824619536,直连,
P00037,leg1-cruise,1782.781784938305,1787.778611899555,直连,
P00071,leg1-cruise,1783.988648228334,1788.945246413249,直连,
P00107,leg3-cruise,1784.463095256498,1789.458182688151,直连,
P00057,leg2-descent,1786.372606857386,1795.979436233606,直连,
P00020,leg2-cruise,1787.197824619536,1792.13012432706,直连,
P00037,leg1-cruise,1787.778611899555,1792.775438860804,直连,
P00071,leg1-cruise,1788.945246413249,1793.901844598164,直连,
P00107,leg3-cruise,1789.458182688151,1794.453270119804,直连,
