运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
P00014,leg2-cruise,3196.28986333465,3200.910153917268,直连,
P00028,leg1-cruise,3196.28986333465,3200.910153917268,中继,RU-002
P00032,S001-handoff,3196.28986333465,3205.530444499886,直连,
P00040,leg2-cruise,3196.28986333465,3200.910153917268,中继,RU-002
P00089,leg2-cruise,3199.373868009676,3204.301415773812,中继,RU-001
P00014,leg2-cruise,3200.910153917268,3205.530444499886,直连,
P00028,leg1-cruise,3200.910153917268,3205.530444499886,中继,RU-002
P00040,leg2-cruise,3200.910153917268,3205.530444499886,中继,RU-002
P00089,leg2-cruise,3204.301415773812,3209.228963537948,中继,RU-001
P00272,leg1-climb,3204.937025600351,3214.474316215354,直连,
P00010,S005-handoff,3205.530444499886,3214.771025665121,中继,RU-002
P00014,leg2-cruise,3205.530444499886,3210.150735082503,直连,
P00028,leg1-cruise,3205.530444499886,3210.150735082503,中继,RU-002
P00032,S001-handoff,3205.530444499886,3214.771025665121,直连,
P00040,leg2-cruise,3205.530444499886,3210.150735082503,中继,RU-002
P00089,leg2-cruise,3209.228963537948,3214.156511302084,中继,RU-001
P00014,leg2-cruise,3210.150735082503,3214.771025665121,直连,
P00028,leg1-cruise,3210.150735082503,3214.771025665121,中继,RU-002
P00040,leg2-cruise,3210.150735082503,3214.771025665121,中继,RU-002
P00089,leg2-cruise,3214.156511302084,3219.08405906622,中继,RU-001
P00272,leg1-climb,3214.474316215354,3224.011606830356,直连,
P00010,S005-handoff,3214.771025665121,3224.011606830356,中继,RU-002
P00014,leg2-cruise,3214.771025665121,3219.391316247738,直连,
P00028,leg1-cruise,3214.771025665121,3219.391316247738,中继,RU-002
P00032,S001-handoff,3214.771025665121,3224.011606830356,直连,
P00040,leg2-cruise,3214.771025665121,3219.391316247738,中继,RU-002
P00089,leg2-cruise,3219.08405906622,3224.011606830356,中继,RU-001
P00014,leg2-cruise,3219.391316247738,3224.011606830356,直连,
P00028,leg1-cruise,3219.391316247738,3224.011606830356,中继,RU-002
P00040,leg2-cruise,3219.391316247738,3224.011606830356,中继,RU-002
P00010,S005-handoff,3224.011606830356,3233.959302528544,中继,RU-002
P00014,leg2-cruise,3224.011606830356,3228.98545467945,直连,
P00028,leg1-cruise,3224.011606830356,3228.98545467945,中继,RU-002
P00032,S001-handoff,3224.011606830356,3233.959302528544,直连,
P00040,leg2-cruise,3224.011606830356,3228.98545467945,中继,RU-002
P00089,leg2-cruise,3224.011606830356,3228.98545467945,直连,
P00272,leg1-climb,3224.011606830356,3232.945451860867,直连,
P00014,leg2-cruise,3228.98545467945,3233.959302528544,直连,
P00028,leg1-cruise,3228.98545467945,3233.959302528544,中继,RU-002
P00040,leg2-cruise,3228.98545467945,3233.959302528544,中继,RU-002
P00089,leg2-cruise,3228.98545467945,3233.959302528544,直连,
P00272,leg1-climb,3232.945451860867,3241.879296891378,直连,
P00010,S005-handoff,3233.959302528544,3243.906998226731,中继,RU-002
P00014,leg2-cruise,3233.959302528544,3238.933150377637,直连,
P00028,leg1-cruise,3233.959302528544,3238.933150377637,中继,RU-002
P00032,S001-handoff,3233.959302528544,3243.906998226731,直连,
P00040,leg2-cruise,3233.959302528544,3238.933150377637,中继,RU-002
P00089,leg2-cruise,3233.959302528544,3238.933150377637,直连,
P00014,leg2-cruise,3238.933150377637,3243.906998226731,直连,
P00028,leg1-cruise,3238.933150377637,3243.906998226731,中继,RU-002
P00040,leg2-cruise,3238.933150377637,3243.906998226731,中继,RU-002
P00089,leg2-cruise,3238.933150377637,3243.906998226731,直连,
P00272,leg1-climb,3241.879296891378,3250.813141921888,直连,
P00010,S005-handoff,3243.906998226731,3253.854693924918,中继,RU-002
P00014,leg2-cruise,3243.906998226731,3248.880846075825,直连,
P00028,leg1-cruise,3243.906998226731,3248.880846075825,中继,RU-002
P00032,S001-handoff,3243.906998226731,3253.854693924918,直连,
P00040,leg2-cruise,3243.906998226731,3248.880846075825,中继,RU-002
P00089,leg2-cruise,3243.906998226731,3248.880846075825,直连,
P00014,leg2-cruise,3248.880846075825,3253.854693924918,直连,
P00028,leg1-cruise,3248.880846075825,3253.854693924918,中继,RU-002
P00040,leg2-cruise,3248.880846075825,3253.854693924918,中继,RU-002
P00089,leg2-cruise,3248.880846075825,3253.854693924918,直连,
P00272,leg1-climb,3250.813141921888,3259.746986952399,直连,
P00010,S005-handoff,3253.854693924918,3263.802389623105,中继,RU-002
P00014,leg2-cruise,3253.854693924918,3258.828541774012,直连,
P00028,leg1-cruise,3253.854693924918,3258.828541774012,中继,RU-002
P00032,S001-handoff,3253.854693924918,3263.802389623105,直连,
P00040,leg2-cruise,3253.854693924918,3258.828541774012,中继,RU-002
P00089,leg2-cruise,3253.854693924918,3258.828541774012,直连,
P00014,leg2-cruise,3258.828541774012,3263.802389623105,直连,
P00028,leg1-cruise,3258.828541774012,3263.802389623105,中继,RU-002
P00040,leg2-cruise,3258.828541774012,3263.802389623105,中继,RU-002
P00089,leg2-cruise,3258.828541774012,3263.802389623105,直连,
P00272,leg1-climb,3259.746986952399,3268.68083198291,直连,
P00010,S005-handoff,3263.802389623105,3273.750085321293,中继,RU-002
P00014,leg2-cruise,3263.802389623105,3268.776237472199,直连,
P00028,leg1-cruise,3263.802389623105,3268.776237472199,中继,RU-002
P00032,S001-handoff,3263.802389623105,3273.750085321293,直连,
P00040,leg2-cruise,3263.802389623105,3268.776237472199,中继,RU-002
P00089,leg2-cruise,3263.802389623105,3268.776237472199,直连,
P00272,leg1-climb,3268.68083198291,3277.614677013421,直连,
P00014,leg2-cruise,3268.776237472199,3273.750085321293,直连,
P00028,leg1-cruise,3268.776237472199,3273.750085321293,中继,RU-002
P00040,leg2-cruise,3268.776237472199,3273.750085321293,中继,RU-002
P00089,leg2-cruise,3268.776237472199,3273.750085321293,直连,
P00010,S005-handoff,3273.750085321293,3283.69778101948,中继,RU-002
P00014,leg2-cruise,3273.750085321293,3278.723933170387,直连,
P00028,leg1-cruise,3273.750085321293,3278.723933170387,中继,RU-002
P00032,S001-handoff,3273.750085321293,3283.69778101948,直连,
P00040,leg2-cruise,3273.750085321293,3278.723933170387,中继,RU-002
P00089,leg2-cruise,3273.750085321293,3278.723933170387,直连,
P00272,leg1-climb,3277.614677013421,3286.548522043931,直连,
P00014,leg2-cruise,3278.723933170387,3283.69778101948,直连,
P00028,leg1-cruise,3278.723933170387,3283.69778101948,中继,RU-002
P00040,leg2-cruise,3278.723933170387,3283.69778101948,中继,RU-002
P00089,leg2-cruise,3278.723933170387,3283.69778101948,直连,
P00010,S005-handoff,3283.69778101948,3293.645476717667,中继,RU-002
P00014,leg2-cruise,3283.69778101948,3288.671628868574,直连,
P00028,leg1-cruise,3283.69778101948,3288.671628868574,中继,RU-002
P00032,S001-handoff,3283.69778101948,3293.645476717667,直连,
P00040,leg2-cruise,3283.69778101948,3288.671628868574,中继,RU-002
P00089,leg2-cruise,3283.69778101948,3288.671628868574,直连,
P00272,leg1-climb,3286.548522043931,3295.482367074442,直连,
P00014,leg2-cruise,3288.671628868574,3293.645476717667,直连,
P00028,leg1-cruise,3288.671628868574,3293.645476717667,中继,RU-002
P00040,leg2-cruise,3288.671628868574,3293.645476717667,中继,RU-002
P00089,leg2-cruise,3288.671628868574,3293.645476717667,直连,
P00010,S005-handoff,3293.645476717667,3303.593172415855,中继,RU-002
P00014,leg2-cruise,3293.645476717667,3298.619324566761,直连,
P00028,leg1-cruise,3293.645476717667,3298.619324566761,中继,RU-002
P00032,S001-handoff,3293.645476717667,3303.593172415855,直连,
P00040,leg2-cruise,3293.645476717667,3298.619324566761,中继,RU-002
P00089,leg2-cruise,3293.645476717667,3298.619324566761,直连,
P00272,leg1-climb,3295.482367074442,3304.416212104953,直连,
P00014,leg2-cruise,3298.619324566761,3303.593172415855,直连,
P00028,leg1-cruise,3298.619324566761,3303.593172415855,中继,RU-002
P00040,leg2-cruise,3298.619324566761,3303.593172415855,中继,RU-002
P00089,leg2-cruise,3298.619324566761,3303.593172415855,直连,
P00010,S005-handoff,3303.593172415855,3313.540868114042,中继,RU-002
P00014,leg2-cruise,3303.593172415855,3308.567020264948,直连,
P00028,leg1-cruise,3303.593172415855,3308.567020264948,中继,RU-002
P00032,S001-handoff,3303.593172415855,3313.540868114042,直连,
P00040,leg2-cruise,3303.593172415855,3308.567020264948,中继,RU-002
P00089,leg2-cruise,3303.593172415855,3308.567020264948,直连,
P00272,leg1-cruise,3304.416212104953,3309.184300031772,直连,
P00014,leg2-cruise,3308.567020264948,3313.540868114042,直连,
P00028,leg1-cruise,3308.567020264948,3313.540868114042,中继,RU-002
P00040,leg2-cruise,3308.567020264948,3313.540868114042,中继,RU-002
P00089,leg2-cruise,3308.567020264948,3313.540868114042,直连,
P00272,leg1-cruise,3309.184300031772,3313.952387958591,直连,
P00010,S005-handoff,3313.540868114042,3323.48856381223,中继,RU-002
P00014,leg2-cruise,3313.540868114042,3318.514715963136,直连,
P00028,leg1-cruise,3313.540868114042,3318.514715963136,中继,RU-002
P00032,S001-handoff,3313.540868114042,3323.48856381223,直连,
P00040,leg2-cruise,3313.540868114042,3318.514715963136,中继,RU-002
P00089,leg2-cruise,3313.540868114042,3318.514715963136,直连,
P00272,leg1-cruise,3313.952387958591,3318.72047588541,直连,
P00014,leg2-cruise,3318.514715963136,3323.48856381223,直连,
P00028,leg1-cruise,3318.514715963136,3323.48856381223,中继,RU-002
P00040,leg2-cruise,3318.514715963136,3323.48856381223,直连,
P00089,leg2-cruise,3318.514715963136,3323.48856381223,直连,
P00272,leg1-cruise,3318.72047588541,3323.48856381223,直连,
P00010,S005-handoff,3323.48856381223,3333.051516234955,中继,RU-002
P00014,leg2-cruise,3323.48856381223,3327.969761521014,直连,
P00028,leg1-cruise,3323.48856381223,3327.688362736605,中继,RU-002
P00032,S001-handoff,3323.48856381223,3330.227663049857,直连,
P00040,leg2-cruise,3323.48856381223,3328.445416157789,直连,
P00089,leg2-cruise,3323.48856381223,3328.395981104645,直连,
P00272,leg1-cruise,3323.48856381223,3328.472976950849,直连,
P00028,leg1-cruise,3327.688362736605,3331.888161660981,中继,RU-002
P00014,leg2-cruise,3327.969761521014,3332.450959229798,直连,
P00089,leg2-cruise,3328.395981104645,3333.30339839706,直连,
P00040,leg2-cruise,3328.445416157789,3333.402268503348,直连,
P00272,leg1-cruise,3328.472976950849,3333.45739008947,直连,
P00032,S001-handoff,3330.227663049857,3336.966762287485,直连,
P00028,leg1-cruise,3331.888161660981,3336.087960585357,中继,RU-002
P00014,leg2-cruise,3332.450959229798,3336.932156938582,直连,
P00010,S005-handoff,3333.051516234955,3342.61446865768,中继,RU-002
P00089,leg2-cruise,3333.30339839706,3338.210815689476,直连,
P00040,leg2-cruise,3333.402268503348,3338.359120848907,直连,
P00272,leg1-cruise,3333.45739008947,3338.44180322809,直连,
P00028,leg1-cruise,3336.087960585357,3340.287759509732,中继,RU-002
P00014,leg2-cruise,3336.932156938582,3341.413354647367,直连,
P00032,leg2-climb,3336.966762287485,3346.86194118831,直连,
P00089,leg2-cruise,3338.210815689476,3343.118232981891,直连,
P00040,leg2-cruise,3338.359120848907,3343.315973194466,直连,
P00272,leg1-cruise,3338.44180322809,3343.42621636671,直连,
P00028,leg1-cruise,3340.287759509732,3344.487558434108,中继,RU-002
P00014,leg2-cruise,3341.413354647367,3345.894552356152,直连,
P00010,S005-handoff,3342.61446865768,3352.177421080405,中继,RU-002
P00089,leg2-cruise,3343.118232981891,3348.025650274306,直连,
P00040,leg2-cruise,3343.315973194466,3348.272825540025,直连,
P00272,leg1-cruise,3343.42621636671,3348.41062950533,直连,
P00028,leg1-cruise,3344.487558434108,3348.687357358483,中继,RU-002
P00014,leg2-cruise,3345.894552356152,3350.375750064936,直连,
P00032,leg2-climb,3346.86194118831,3356.757120089134,直连,
P00089,leg2-cruise,3348.025650274306,3352.933067566721,直连,
P00040,leg2-cruise,3348.272825540025,3353.229677885585,直连,
P00272,leg1-cruise,3348.41062950533,3353.39504264395,直连,
P00028,leg1-cruise,3348.687357358483,3352.887156282859,中继,RU-002
P00014,leg2-cruise,3350.375750064936,3354.85694777372,直连,
P00010,S005-handoff,3352.177421080405,3361.74037350313,中继,RU-002
P00028,leg1-cruise,3352.887156282859,3357.086955207234,中继,RU-002
P00089,leg2-cruise,3352.933067566721,3357.840484859136,直连,
P00040,leg2-cruise,3353.229677885585,3358.186530231144,直连,
P00272,leg1-cruise,3353.39504264395,3358.37945578257,直连,
P00014,leg2-cruise,3354.85694777372,3359.338145482504,直连,
P00032,leg2-climb,3356.757120089134,3366.652298989959,直连,
P00028,leg1-cruise,3357.086955207234,3361.28675413161,中继,RU-002
P00089,leg2-cruise,3357.840484859136,3362.747902151552,直连,
P00040,leg2-cruise,3358.186530231144,3363.143382576703,直连,
P00272,leg1-cruise,3358.37945578257,3363.363868921191,直连,
P00014,leg2-cruise,3359.338145482504,3363.819343191289,直连,
P00028,leg1-cruise,3361.28675413161,3365.486553055986,中继,RU-002
P00010,S005-handoff,3361.74037350313,3371.303325925855,中继,RU-002
P00089,leg2-cruise,3362.747902151552,3367.655319443967,直连,
P00040,leg2-cruise,3363.143382576703,3368.100234922262,直连,
P00272,leg1-cruise,3363.363868921191,3368.348282059811,直连,
P00014,leg2-cruise,3363.819343191289,3368.300540900073,直连,
P00028,leg1-descent,3365.486553055986,3373.647299638017,中继,RU-002
P00032,leg2-cruise,3366.652298989959,3376.470925035757,直连,
P00089,leg2-cruise,3367.655319443967,3372.562736736382,直连,
P00040,leg2-cruise,3368.100234922262,3373.057087267821,直连,
P00014,leg2-cruise,3368.300540900073,3372.781738608857,直连,
P00272,leg1-cruise,3368.348282059811,3373.332695198431,直连,
P00010,S005-handoff,3371.303325925855,3380.86627834858,中继,RU-002
P00089,leg2-cruise,3372.562736736382,3377.470154028798,直连,
P00014,leg2-cruise,3372.781738608857,3377.262936317642,直连,
P00040,leg2-cruise,3373.057087267821,3378.01393961338,直连,
P00272,leg1-cruise,3373.332695198431,3378.317108337051,直连,
P00028,leg1-descent,3373.647299638017,3381.808046220048,中继,RU-002
P00032,leg2-cruise,3376.470925035757,3386.289551081555,直连,
P00014,leg2-cruise,3377.262936317642,3381.744134026426,直连,
P00089,leg2-cruise,3377.470154028798,3382.377571321213,直连,
P00040,leg2-cruise,3378.01393961338,3382.97079195894,直连,
P00272,leg1-cruise,3378.317108337051,3383.301521475671,直连,
P00010,S005-handoff,3380.86627834858,3390.429230771305,中继,RU-002
P00014,leg2-cruise,3381.744134026426,3386.225331735211,直连,
P00028,leg1-descent,3381.808046220048,3389.96879280208,中继,RU-002
P00089,leg2-cruise,3382.377571321213,3387.284988613628,直连,
P00040,leg2-cruise,3382.97079195894,3387.927644304499,直连,
P00272,leg1-cruise,3383.301521475671,3388.285934614291,直连,
P00014,leg2-cruise,3386.225331735211,3390.706529443995,直连,
P00032,leg2-cruise,3386.289551081555,3396.108177127353,直连,
P00089,leg2-cruise,3387.284988613628,3392.192405906043,直连,
P00040,leg2-cruise,3387.927644304499,3392.884496650058,直连,
P00272,leg1-cruise,3388.285934614291,3393.270347752911,直连,
P00028,leg1-descent,3389.96879280208,3398.129539384111,中继,RU-002
P00010,S005-handoff,3390.429230771305,3399.992183194031,中继,RU-002
P00014,leg2-cruise,3390.706529443995,3395.187727152779,直连,
P00089,leg2-cruise,3392.192405906043,3397.099823198459,直连,
P00040,leg2-cruise,3392.884496650058,3397.841348995617,直连,
P00272,leg1-cruise,3393.270347752911,3398.254760891531,直连,
P00014,leg2-descent,3395.187727152779,3404.646522144409,直连,
P00032,leg2-cruise,3396.108177127353,3405.92680317315,直连,
P00089,leg2-cruise,3397.099823198459,3402.007240490874,直连,
P00040,leg2-cruise,3397.841348995617,3402.798201341177,直连,
P00028,leg1-descent,3398.129539384111,3406.290285966142,中继,RU-002
P00272,leg1-cruise,3398.254760891531,3403.239174030151,直连,
P00010,S005-handoff,3399.992183194031,3409.555135616756,中继,RU-002
P00089,leg2-cruise,3402.007240490874,3406.914657783289,直连,
P00040,leg2-cruise,3402.798201341177,3407.755053686736,直连,
P00272,leg1-cruise,3403.239174030151,3408.223587168772,直连,
P00014,leg2-descent,3404.646522144409,3414.105317136038,直连,
P00032,leg2-cruise,3405.92680317315,3415.745429218948,直连,
P00028,S008-handoff,3406.290285966142,3416.126455202687,中继,RU-002
P00089,leg2-cruise,3406.914657783289,3411.822075075705,直连,
P00040,leg2-cruise,3407.755053686736,3412.711906032295,直连,
P00272,leg1-cruise,3408.223587168772,3413.208000307392,直连,
P00010,S005-handoff,3409.555135616756,3419.118088039481,中继,RU-002
P00089,leg2-cruise,3411.822075075705,3416.72949236812,直连,
P00040,leg2-cruise,3412.711906032295,3417.668758377854,直连,
P00272,leg1-cruise,3413.208000307392,3418.192413446011,直连,
P00014,leg2-descent,3414.105317136038,3423.564112127668,直连,
P00032,leg2-cruise,3415.745429218948,3425.564055264746,直连,
P00028,S008-handoff,3416.126455202687,3425.962624439232,中继,RU-002
P00089,leg2-cruise,3416.72949236812,3421.636909660535,直连,
P00040,leg2-cruise,3417.668758377854,3422.625610723413,直连,
P00272,leg1-cruise,3418.192413446011,3423.176826584632,直连,
P00010,S005-handoff,3419.118088039481,3428.681040462206,中继,RU-002
P00089,leg2-cruise,3421.636909660535,3426.544326952951,直连,
P00040,leg2-cruise,3422.625610723413,3427.582463068972,直连,
P00272,leg1-cruise,3423.176826584632,3428.161239723252,直连,
P00014,leg2-descent,3423.564112127668,3433.022907119297,直连,
P00032,leg2-cruise,3425.564055264746,3435.382681310543,直连,
P00028,S008-handoff,3425.962624439232,3435.798793675777,中继,RU-002
P00089,leg2-cruise,3426.544326952951,3431.451744245366,直连,
P00040,leg2-cruise,3427.582463068972,3432.539315414531,直连,
P00272,leg1-cruise,3428.161239723252,3433.145652861872,直连,
P00010,S005-handoff,3428.681040462206,3438.243992884931,中继,RU-002
P00089,leg2-cruise,3431.451744245366,3436.359161537781,直连,
P00040,leg2-cruise,3432.539315414531,3437.49616776009,直连,
P00014,leg2-descent,3433.022907119297,3442.481702110927,直连,
P00272,leg1-cruise,3433.145652861872,3438.130066000492,直连,
P00032,leg2-cruise,3435.382681310543,3445.201307356341,直连,
P00028,S008-handoff,3435.798793675777,3445.634962912322,中继,RU-002
P00089,leg2-cruise,3436.359161537781,3441.266578830196,直连,
P00040,leg2-cruise,3437.49616776009,3442.45302010565,直连,
P00272,leg1-cruise,3438.130066000492,3443.114479139113,直连,
P00010,S005-handoff,3438.243992884931,3447.806945307656,中继,RU-002
P00089,leg2-cruise,3441.266578830196,3446.173996122611,直连,
P00040,leg2-cruise,3442.45302010565,3447.409872451209,直连,
P00014,leg2-descent,3442.481702110927,3451.940497102556,直连,
P00272,leg1-cruise,3443.114479139113,3448.098892277732,直连,
P00032,leg2-cruise,3445.201307356341,3455.019933402139,直连,
P00028,S008-handoff,3445.634962912322,3455.471132148867,中继,RU-002
P00089,leg2-cruise,3446.173996122611,3451.081413415027,直连,
P00040,leg2-cruise,3447.409872451209,3452.366724796768,直连,
P00010,S005-handoff,3447.806945307656,3457.369897730382,中继,RU-002
P00272,leg1-cruise,3448.098892277732,3453.083305416353,直连,
P00089,leg2-cruise,3451.081413415027,3455.988830707442,直连,
P00014,leg2-descent,3451.940497102556,3461.399292094186,直连,
P00040,leg2-cruise,3452.366724796768,3457.323577142327,直连,
P00272,leg1-cruise,3453.083305416353,3458.067718554973,直连,
P00032,leg2-cruise,3455.019933402139,3464.838559447937,直连,
P00028,S008-handoff,3455.471132148867,3465.307301385412,中继,RU-002
P00089,leg2-cruise,3455.988830707442,3460.896247999857,直连,
P00040,leg2-cruise,3457.323577142327,3462.280429487887,直连,
P00010,S005-handoff,3457.369897730382,3466.932850153107,中继,RU-002
P00272,leg1-cruise,3458.067718554973,3463.052131693593,直连,
P00089,leg2-cruise,3460.896247999857,3465.803665292272,直连,
P00040,leg2-cruise,3462.280429487887,3467.237281833446,直连,
P00272,leg1-cruise,3463.052131693593,3468.036544832213,直连,
P00032,leg2-cruise,3464.838559447937,3474.657185493735,直连,
P00028,S008-handoff,3465.307301385412,3475.143470621957,中继,RU-002
P00089,leg2-cruise,3465.803665292272,3470.711082584688,直连,
P00010,S005-handoff,3466.932850153107,3476.495802575832,中继,RU-002
P00040,leg2-cruise,3467.237281833446,3472.194134179005,直连,
P00272,leg1-cruise,3468.036544832213,3473.020957970833,直连,
P00089,leg2-cruise,3470.711082584688,3475.618499877103,直连,
P00040,leg2-cruise,3472.194134179005,3477.150986524564,直连,
P00272,leg1-cruise,3473.020957970833,3478.005371109453,直连,
P00032,leg2-cruise,3474.657185493735,3484.475811539533,直连,
P00028,S008-handoff,3475.143470621957,3484.979639858502,中继,RU-002
P00089,leg2-cruise,3475.618499877103,3480.525917169518,直连,
P00010,S005-handoff,3476.495802575832,3486.058754998557,中继,RU-002
P00040,leg2-cruise,3477.150986524564,3482.107838870123,直连,
P00272,leg1-cruise,3478.005371109453,3482.989784248073,直连,
P00089,leg2-cruise,3480.525917169518,3485.433334461934,直连,
P00040,leg2-cruise,3482.107838870123,3487.064691215682,直连,
P00272,leg1-cruise,3482.989784248073,3487.974197386693,直连,
P00032,leg2-cruise,3484.475811539533,3494.29443758533,直连,
P00028,S008-handoff,3484.979639858502,3494.815809095047,中继,RU-002
P00089,leg2-cruise,3485.433334461934,3490.340751754349,直连,
P00010,S005-handoff,3486.058754998557,3495.621707421282,中继,RU-002
P00040,leg2-cruise,3487.064691215682,3492.021543561241,直连,
P00272,leg1-cruise,3487.974197386693,3492.958610525313,直连,
P00089,leg2-cruise,3490.340751754349,3495.248169046764,直连,
P00040,leg2-cruise,3492.021543561241,3496.9783959068,直连,
P00272,leg1-cruise,3492.958610525313,3497.943023663934,直连,
P00032,leg2-cruise,3494.29443758533,3504.113063631128,直连,
P00028,S008-handoff,3494.815809095047,3504.651978331592,中继,RU-002
P00089,leg2-cruise,3495.248169046764,3500.15558633918,直连,
P00010,S005-handoff,3495.621707421282,3505.184659844007,中继,RU-002
P00040,leg2-cruise,3496.9783959068,3501.93524825236,直连,
P00272,leg1-cruise,3497.943023663934,3502.927436802554,直连,
P00089,leg2-cruise,3500.15558633918,3505.063003631595,直连,
P00040,leg2-cruise,3501.93524825236,3506.892100597919,直连,
P00272,leg1-cruise,3502.927436802554,3507.911849941173,直连,
P00032,leg2-cruise,3504.113063631128,3513.931689676926,直连,
P00028,S008-handoff,3504.651978331592,3514.488147568137,中继,RU-002
P00089,leg2-cruise,3505.063003631595,3509.97042092401,直连,
P00010,S005-handoff,3505.184659844007,3514.747612266732,中继,RU-002
P00040,leg2-cruise,3506.892100597919,3511.848952943478,直连,
P00272,leg1-cruise,3507.911849941173,3512.896263079794,直连,
P00089,leg2-cruise,3509.97042092401,3514.877838216426,直连,
P00040,leg2-cruise,3511.848952943478,3516.805805289037,直连,
P00272,leg1-cruise,3512.896263079794,3517.880676218414,直连,
P00032,leg2-cruise,3513.931689676926,3523.750315722723,直连,
P00028,S008-handoff,3514.488147568137,3524.324316804682,中继,RU-002
P00010,S005-handoff,3514.747612266732,3524.310564689457,中继,RU-002
P00089,leg2-cruise,3514.877838216426,3519.785255508841,直连,
P00040,leg2-cruise,3516.805805289037,3521.762657634597,直连,
P00272,leg1-cruise,3517.880676218414,3522.865089357034,直连,
P00089,leg2-cruise,3519.785255508841,3524.692672801256,直连,
P00040,leg2-cruise,3521.762657634597,3526.719509980156,直连,
P00272,leg1-cruise,3522.865089357034,3527.849502495655,直连,
P00032,leg2-cruise,3523.750315722723,3533.568941768521,直连,
P00010,S005-handoff,3524.310564689457,3533.873517112183,中继,RU-002
P00028,S008-handoff,3524.324316804682,3534.160486041227,中继,RU-002
P00089,leg2-cruise,3524.692672801256,3529.600090093671,直连,
P00040,leg2-cruise,3526.719509980156,3531.676362325715,直连,
P00272,leg1-cruise,3527.849502495655,3532.833915634274,直连,
P00089,leg2-cruise,3529.600090093671,3534.507507386086,直连,
P00140,leg1-climb,3530.204243682737,3539.894684356565,直连,
P00040,leg2-cruise,3531.676362325715,3536.633214671274,直连,
P00272,leg1-cruise,3532.833915634274,3537.818328772894,直连,
P00032,leg2-cruise,3533.568941768521,3543.387567814319,直连,
P00010,leg2-climb,3533.873517112183,3542.634243023641,中继,RU-002
P00028,S008-handoff,3534.160486041227,3543.996655277772,中继,RU-002
P00089,leg2-cruise,3534.507507386086,3539.414924678502,直连,
P00040,leg2-cruise,3536.633214671274,3541.590067016833,直连,
P00272,leg1-cruise,3537.818328772894,3542.802741911515,直连,
P00089,leg2-cruise,3539.414924678502,3544.322341970917,直连,
P00140,leg1-climb,3539.894684356565,3549.585125030394,直连,
P00040,leg2-cruise,3541.590067016833,3546.546919362392,直连,
P00010,leg2-climb,3542.634243023641,3551.394968935099,中继,RU-002
P00272,leg1-cruise,3542.802741911515,3547.787155050135,直连,
P00032,leg2-cruise,3543.387567814319,3553.206193860117,直连,
P00028,S008-handoff,3543.996655277772,3553.832824514317,中继,RU-002
P00089,leg2-cruise,3544.322341970917,3549.229759263332,直连,
P00040,leg2-cruise,3546.546919362392,3551.503771707951,直连,
P00272,leg1-cruise,3547.787155050135,3552.771568188755,直连,
P00089,leg2-descent,3549.229759263332,3558.484472501481,直连,
P00140,leg1-climb,3549.585125030394,3559.275565704222,直连,
P00010,leg2-climb,3551.394968935099,3560.155694846558,中继,RU-002
P00040,leg2-cruise,3551.503771707951,3556.46062405351,直连,
P00272,leg1-cruise,3552.771568188755,3557.755981327375,直连,
P00032,leg2-cruise,3553.206193860117,3563.024819905915,直连,
P00028,S008-handoff,3553.832824514317,3563.668993750862,中继,RU-002
P00040,leg2-cruise,3556.46062405351,3561.41747639907,直连,
P00272,leg1-cruise,3557.755981327375,3562.740394465995,直连,
P00089,leg2-descent,3558.484472501481,3567.739185739631,直连,
P00140,leg1-climb,3559.275565704222,3568.96600637805,直连,
P00010,leg2-climb,3560.155694846558,3568.916420758016,中继,RU-002
P00040,leg2-cruise,3561.41747639907,3566.374328744629,直连,
P00272,leg1-cruise,3562.740394465995,3567.724807604615,直连,
P00032,leg2-cruise,3563.024819905915,3572.843445951713,直连,
P00028,S008-handoff,3563.668993750862,3573.505162987407,中继,RU-002
P00040,leg2-cruise,3566.374328744629,3571.331181090188,直连,
P00272,leg1-cruise,3567.724807604615,3572.709220743235,直连,
P00089,leg2-descent,3567.739185739631,3576.99389897778,直连,
P00010,leg2-climb,3568.916420758016,3577.677146669474,中继,RU-002
P00140,leg1-climb,3568.96600637805,3578.656447051878,直连,
P00040,leg2-cruise,3571.331181090188,3576.288033435747,直连,
P00272,leg1-cruise,3572.709220743235,3577.693633881855,直连,
P00032,leg2-cruise,3572.843445951713,3582.66207199751,直连,
P00028,S008-handoff,3573.505162987407,3583.341332223952,中继,RU-002
P00040,leg2-cruise,3576.288033435747,3581.244885781306,直连,
P00089,leg2-descent,3576.99389897778,3586.24861221593,直连,
P00010,leg2-climb,3577.677146669474,3586.437872580932,中继,RU-002
P00272,leg1-cruise,3577.693633881855,3582.678047020475,直连,
P00140,leg1-cruise,3578.656447051878,3587.634068944344,直连,
P00040,leg2-descent,3581.244885781306,3589.791101218868,直连,
P00032,leg2-cruise,3582.66207199751,3592.480698043308,直连,
P00272,leg1-cruise,3582.678047020475,3587.662460159096,直连,
P00028,S008-handoff,3583.341332223952,3593.177501460497,中继,RU-002
P00089,leg2-descent,3586.24861221593,3595.503325454079,直连,
P00010,leg2-cruise,3586.437872580932,3591.046303163507,中继,RU-002
P00140,leg1-cruise,3587.634068944344,3596.611690836811,直连,
P00272,leg1-cruise,3587.662460159096,3592.646873297716,直连,
P00040,leg2-descent,3589.791101218868,3598.33731665643,直连,
