covered_gap_ids,covered_sorties,service_start_s,service_end_s,preparation_start_s,longitude,latitude,ground_dsm_m,hover_altitude_m,agl_m,energy_kwh,return_soc_percent,return_o01_s,outbound_flight_s,return_flight_s
"[7, 8, 11, 12, 14, 15, 16, 17, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",2996.903230692702,7422.769452303852,2325.6038003537396,109.2485519,23.0603271,265.1324462890625,565.1324462890625,300.0,1.6396232509502422,48.76177340780493,7903.616648756096,461.29943033896257,480.84719645224385
"[12, 14, 15, 16, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-020,Q2-021,Q2-026,Q2-028,Q2-030,Q2-031",4415.122514073359,8988.86208053246,3781.5128655104463,109.205203,23.0458064,454.0745849609375,704.0745849609375,250.0,1.650030834020924,48.43653643684613,9444.607301910315,423.6096485629124,455.7452213778538
"[8, 9, 11, 12, 14, 15, 16, 17, 20]","Q2-009,Q2-012,Q2-013,Q2-021,Q2-024,Q2-026,Q2-027,Q2-028,Q2-029",3023.126631185436,7422.769452303852,2298.911738444099,109.2677807,23.0597573,242.47857666015625,542.4785766601562,300.0,1.6654943681785785,47.95330099441942,7956.441822360456,514.2148927413375,533.6723700566044
"[4, 7, 8, 9, 12, 14, 15, 16, 17]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-018,Q2-021,Q2-024,Q2-026,Q2-028",1598.3852900958318,6260.292894909243,932.6935996736405,109.2653366,23.0531517,272.38226318359375,522.3822631835938,250.0,1.7107096797992725,46.54032250627274,6732.536850244357,455.6916904221913,472.2439553351145
"[4, 5, 7, 8, 9, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-021,Q2-024",1598.3852900958318,6373.201701800115,972.2979271450887,109.2574879,23.0519305,246.43299865722656,546.4329986572266,300.0,1.7208136310553843,46.22457402951924,6804.774175733118,416.0873629507431,431.57247393300224
"[5, 7, 8, 11, 12, 14, 17, 18, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-021,Q2-027,Q2-029",2421.467771120079,7422.769452303852,1777.9788420847929,109.2361751,23.0589327,309.4656982421875,609.4656982421875,300.0,1.7978817354928185,43.81619576584943,7875.572189525987,433.488929035286,452.80273722213497
"[3, 4, 5, 7, 8, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-019,Q2-021",1202.4283044869223,6373.201701800115,620.0613210435338,109.2202907,23.0499272,288.4785461425781,588.4785461425781,300.0,1.8108821812726554,43.40993183522952,6764.567628318048,372.36698344338856,391.36592651793285
"[10, 12, 15, 16, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-017,Q2-020,Q2-026,Q2-028,Q2-030,Q2-031",3691.9542689266414,8988.86208053246,3092.1464186749986,109.2033957,23.0383723,476.96923828125,776.96923828125,300.0,1.848437277598949,42.23633507503285,9411.942367307542,389.8078502516426,423.08028677508014
"[1, 5, 7, 8, 9, 12, 13, 17, 18]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-012,Q2-013,Q2-014,Q2-016,Q2-024",803.9626477115796,6373.201701800115,332.59830065371796,109.2584893,23.0075857,368.3415832519531,668.3415832519531,300.0,1.857280575129621,41.95998202719935,6658.78618079564,261.36434705786166,285.5844789955244
"[5, 11, 12, 14, 15, 16, 17, 18, 20]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",2421.467771120079,7422.769452303852,1682.7050898279626,109.2265448,23.0724343,238.3843536376953,488.3843536376953,250.0,1.8598737357539983,41.87894575768756,7969.5247620749715,528.7626812921162,546.7553097711201
"[5, 7, 8, 10, 12, 14, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-020,Q2-021",2421.467771120079,7844.322975131394,1852.7859006372285,109.2183003,23.0461338,314.61212158203125,614.6121215820312,300.0,1.876352124859591,41.36399609813779,8225.312786796698,358.6818704828504,380.98981166530484
"[1, 4, 7, 8, 9, 12, 13, 14, 17]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-012,Q2-013,Q2-018,Q2-021,Q2-024",803.9626477115796,6260.292894909243,192.53372428539234,109.2746285,23.0273251,363.2660217285156,663.2660217285156,300.0,1.912514135007691,40.23393328100966,6685.6503649866345,401.4289234261873,425.3574700773917
"[6, 7, 8, 9, 12, 13, 14, 17, 22]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-021,Q2-022,Q2-023,Q2-024",2506.7850168453324,8000.946961477172,1854.9989211369293,109.2795646,23.027845,356.48876953125,656.48876953125,300.0,1.947576751314691,39.13822652141591,8469.345741816924,441.78609570840297,468.39878033975066
"[4, 7, 8, 9, 11, 12, 14, 17, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-018,Q2-021,Q2-024,Q2-027,Q2-029",1598.3852900958318,7422.769452303852,866.0185591541829,109.2731357,23.054464,305.53826904296875,605.5382690429688,300.0,2.1010533345692997,34.34208329470939,7970.462264585019,522.3667309416489,547.6928122811671
"[4, 5, 7, 8, 12, 14, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-020,Q2-021",1598.3852900958318,7844.322975131394,1039.872781697007,109.215203,23.0458064,281.1133117675781,581.1133117675781,300.0,2.125541612501001,33.57682460934372,8210.21349561518,348.5125083988248,365.8905204837858
"[3, 5, 7, 8, 10, 12, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-019,Q2-020",1202.4283044869223,7844.322975131394,744.5127493502107,109.2133709,23.0277561,306.1321716308594,606.1321716308594,300.0,2.1794762009253015,31.891368721084334,8112.890478306843,247.91555513671165,268.5675031754486
"[4, 5, 12, 14, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-020,Q2-021,Q2-026,Q2-028",1598.3852900958318,7844.322975131394,876.6415375779718,109.2033957,23.0583723,445.2040710449219,695.2040710449219,250.0,2.217017485094743,30.718203590789294,8388.520837858401,511.74375251786006,544.1978627270072
"[3, 4, 5, 10, 12, 14, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-018,Q2-019,Q2-020,Q2-021",1202.4283044869223,7844.322975131394,631.2428163434699,109.209989,23.0411106,400.5534973144531,700.5534973144531,300.0,2.2465300979898175,29.795934437818204,8232.412921384384,361.1854881434524,388.08994625299016
"[3, 5, 10, 12, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-019,Q2-020,Q2-026,Q2-028",1202.4283044869223,7844.322975131394,586.5590729022286,109.2028191,23.0394186,507.341552734375,657.341552734375,150.0,2.267516209741907,29.14011844556541,8285.995669443952,405.8692315846937,441.6726943125583
"[1, 6, 7, 8, 9, 12, 13, 17, 22]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-012,Q2-013,Q2-022,Q2-023,Q2-024",803.9626477115796,8000.946961477172,245.52040443880583,109.2695646,23.007845,345.9920959472656,645.9920959472656,300.0,2.406998468187807,24.781297869131038,8377.471478614692,348.4422432727738,376.5245171375199
"[1, 4, 6, 7, 8, 9, 13, 14, 22]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-018,Q2-021,Q2-022,Q2-023,Q2-024",803.9626477115796,8000.946961477172,160.41608375989955,109.2813839,23.0210882,378.3836364746094,628.3836364746094,250.0,2.4635987259263397,23.01253981480189,8459.953756955545,433.54656395168007,459.0067954783728
"[4, 5, 12, 14, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-020,Q2-021,Q2-030,Q2-031",1598.3852900958318,8988.86208053246,977.2685735504565,109.2102907,23.0499272,371.9468078613281,621.9468078613281,250.0,2.5091897166052175,21.587821356086955,9424.499364399613,411.11671654537525,435.63728386715263
"[3, 5, 10, 12, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-019,Q2-020,Q2-030,Q2-031",1202.4283044869223,8988.86208053246,716.4629491526175,109.2070368,23.0258342,353.11492919921875,653.1149291992188,300.0,2.5451633862020984,20.463644181184428,9287.778679966701,275.9653553343048,298.91659943423963
"[7, 8, 9, 12, 14, 15, 16, 17]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-021,Q2-024,Q2-026,Q2-028",2996.903230692702,6260.292894909243,2331.211540270511,109.2653366,23.0531517,272.38226318359375,522.3822631835938,250.0,1.2833847535057843,59.894226452944245,6732.536850244357,455.6916904221913,472.2439553351145
"[5, 7, 8, 9, 12, 13, 17, 18]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-014,Q2-016,Q2-024",2421.467771120079,6373.201701800115,1950.103424062217,109.2584893,23.0075857,368.3415832519531,668.3415832519531,300.0,1.36304289853258,57.404909420856875,6658.78618079564,261.36434705786166,285.5844789955244
"[5, 7, 8, 10, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-021",2421.467771120079,6373.201701800115,1928.2562046588848,109.2187255,23.0381964,270.1216735839844,570.1216735839844,300.0,1.3839559554081744,56.751376393494546,6672.448407726642,283.21156646119397,299.24670592652603
"[11, 12, 14, 15, 16, 17, 18, 20]","Q2-012,Q2-013,Q2-014,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",3740.6617225335362,7422.769452303852,3058.4480925073367,109.2453366,23.0631517,224.78103637695312,474.7810363769531,250.0,1.420291562055373,55.61588868576959,7913.4071047502985,472.2136300261993,490.63765244644674
"[5, 7, 8, 9, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-021,Q2-024",2421.467771120079,6373.201701800115,1795.3804081693356,109.2574879,23.0519305,246.43299865722656,546.4329986572266,300.0,1.4693162062979757,54.08386855318826,6804.774175733118,416.0873629507431,431.57247393300224
"[7, 8, 11, 12, 14, 17, 18, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-021,Q2-027,Q2-029",2996.903230692702,7422.769452303852,2353.414301657416,109.2361751,23.0589327,309.4656982421875,609.4656982421875,300.0,1.622054233956739,49.310805188851916,7875.572189525987,433.488929035286,452.80273722213497
"[14, 15, 16, 17, 18, 19, 21, 23]","Q2-013,Q2-014,Q2-020,Q2-021,Q2-026,Q2-028,Q2-030,Q2-031",4503.3547463191535,8988.86208053246,3869.745097756241,109.205203,23.0458064,454.0745849609375,704.0745849609375,250.0,1.6230709852791532,49.279031710026466,9444.607301910315,423.6096485629124,455.7452213778538
"[12, 15, 16, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-020,Q2-026,Q2-028,Q2-030,Q2-031",4415.122514073359,8988.86208053246,3815.314663821716,109.2033957,23.0383723,476.96923828125,776.96923828125,300.0,1.6274692026930078,49.14158741584351,9411.942367307542,389.8078502516426,423.08028677508014
"[4, 5, 7, 8, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-021",1598.3852900958318,6373.201701800115,1113.1594151564566,109.215203,23.0358064,200.5194854736328,500.5194854736328,300.0,1.6308244122515259,49.036737117139815,6663.906073036691,275.2258749393753,290.7043712365758
"[8, 11, 12, 14, 15, 16, 17, 20]","Q2-009,Q2-012,Q2-013,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",3023.126631185436,7422.769452303852,2351.8272008464737,109.2485519,23.0603271,265.1324462890625,565.1324462890625,300.0,1.6316105452441292,49.01217046112096,7903.616648756096,461.29943033896257,480.84719645224385
"[9, 11, 12, 14, 15, 16, 17, 20]","Q2-012,Q2-013,Q2-021,Q2-024,Q2-026,Q2-027,Q2-028,Q2-029",3056.355300486866,7422.769452303852,2332.140407745528,109.2677807,23.0597573,242.47857666015625,542.4785766601562,300.0,1.655341163669808,48.270588635318504,7956.441822360456,514.2148927413375,533.6723700566044
"[4, 7, 8, 9, 12, 13, 14, 17]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-018,Q2-021,Q2-024",1598.3852900958318,6260.292894909243,986.9563666696445,109.2746285,23.0273251,363.2660217285156,663.2660217285156,300.0,1.6697738831680586,47.81956615099817,6685.6503649866345,401.4289234261873,425.3574700773917
"[7, 8, 9, 11, 12, 14, 17, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-021,Q2-024,Q2-027,Q2-029",2996.903230692702,7422.769452303852,2264.5364997510533,109.2731357,23.054464,305.53826904296875,605.5382690429688,300.0,1.6737284082758115,47.6959872413809,7970.462264585019,522.3667309416489,547.6928122811671
"[7, 8, 10, 12, 14, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-017,Q2-020,Q2-021",2996.903230692702,7844.322975131394,2428.221360209852,109.2183003,23.0461338,314.61212158203125,614.6121215820312,300.0,1.7005246233235114,46.85860552114028,8225.312786796698,358.6818704828504,380.98981166530484
"[7, 8, 9, 12, 13, 14, 17, 22]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-021,Q2-023,Q2-024",2996.903230692702,8000.946961477172,2345.117134984299,109.2795646,23.027845,356.48876953125,656.48876953125,300.0,1.7978184081946615,43.81817474391683,8469.345741816924,441.78609570840297,468.39878033975066
"[2, 5, 7, 8, 10, 12, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-015,Q2-016,Q2-017",922.5291497834601,6373.201701800115,487.1850706346338,109.2362407,23.0328526,207.9092559814453,507.9092559814453,300.0,1.8069553970862269,43.53264384105542,6612.272785699511,225.3440791488262,239.0710838993959
"[5, 7, 8, 10, 12, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-020",2421.467771120079,7844.322975131394,1963.5522159833672,109.2133709,23.0277561,306.1321716308594,606.1321716308594,300.0,1.8069919194540596,43.53150251706064,8112.890478306843,247.91555513671165,268.5675031754486
"[4, 5, 12, 14, 15, 16, 17, 18]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-021,Q2-026,Q2-028",1598.3852900958318,6373.201701800115,800.9632090327462,109.2131884,23.0777811,258.8279724121094,558.8279724121094,300.0,1.8264509931050679,42.92340646546663,6980.612021897217,587.4220810630856,607.4103200971024
"[1, 5, 7, 8, 12, 13, 17, 18]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-012,Q2-013,Q2-014,Q2-016",803.9626477115796,6373.201701800115,366.9513880529345,109.2493702,23.0235756,311.2042541503906,561.2042541503906,250.0,1.8393787562587682,42.51941386691349,6619.671649304626,227.01125965864514,246.46994750451103
"[5, 7, 8, 11, 15, 16, 18, 20]","Q2-008,Q2-009,Q2-014,Q2-016,Q2-026,Q2-027,Q2-028,Q2-029",2421.467771120079,7422.769452303852,1705.418297738748,109.2261751,23.0689327,305.68914794921875,455.68914794921875,150.0,1.8445072847001764,42.35914735311949,7947.818021347617,506.049473381331,525.0485690437658
"[2, 4, 5, 10, 12, 14, 17, 18]","Q2-012,Q2-013,Q2-014,Q2-015,Q2-016,Q2-017,Q2-018,Q2-021",922.5291497834601,6373.201701800115,369.64119705308906,109.2102907,23.0399272,361.7234802246094,611.7234802246094,250.0,1.8736050861770048,41.44984105696861,6739.758277882537,342.887952730371,366.5565760824218
"[5, 7, 8, 12, 14, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-020,Q2-021",2421.467771120079,7844.322975131394,1862.955262721254,109.215203,23.0458064,281.1133117675781,581.1133117675781,300.0,1.8740441877435923,41.43611913301275,8210.21349561518,348.5125083988248,365.8905204837858
"[5, 11, 12, 15, 16, 17, 18, 20]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-026,Q2-027,Q2-028,Q2-029",2421.467771120079,7422.769452303852,1639.143212227576,109.2281219,23.0773727,302.3335266113281,552.3335266113281,250.0,1.8855738227354966,41.07581803951573,8015.594599676986,572.3245588925028,592.8251473731342
"[6, 7, 8, 9, 12, 13, 17, 22]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-022,Q2-023,Q2-024",2506.7850168453324,8000.946961477172,1948.3427735725586,109.2695646,23.007845,345.9920959472656,645.9920959472656,300.0,1.8866916331747157,41.040886463290136,8377.471478614692,348.4422432727738,376.5245171375199
"[5, 10, 12, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-020,Q2-026,Q2-028",2421.467771120079,7844.322975131394,1805.598539535385,109.2028191,23.0394186,507.341552734375,657.341552734375,150.0,1.8950319282706651,40.78025224154172,8285.995669443952,405.8692315846937,441.6726943125583
"[5, 12, 14, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-020,Q2-021,Q2-026,Q2-028",2421.467771120079,7844.322975131394,1699.7240186022188,109.2033957,23.0583723,445.2040710449219,695.2040710449219,250.0,1.965520060337334,38.57749811445832,8388.520837858401,511.74375251786006,544.1978627270072
"[4, 5, 7, 8, 11, 14, 18, 20]","Q2-008,Q2-009,Q2-014,Q2-016,Q2-018,Q2-021,Q2-027,Q2-029",1598.3852900958318,7422.769452303852,912.5482289092574,109.2365448,23.0624343,328.5135803222656,378.5135803222656,50.0,2.071242293626488,35.273678324172266,7919.507645183949,475.83706118657443,496.73819288009656
"[4, 7, 8, 11, 12, 14, 17, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-018,Q2-021,Q2-027,Q2-029",1598.3852900958318,7422.769452303852,917.4355180585521,109.2465448,23.0624343,254.78555297851562,404.7855529785156,150.0,2.073545840756914,35.20169247634644,7912.758402299302,470.9497720372797,489.98894999545024
"[4, 5, 11, 14, 15, 16, 18, 20]","Q2-014,Q2-016,Q2-018,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",1598.3852900958318,7422.769452303852,891.9772473611131,109.2231884,23.0677811,251.5516357421875,501.5516357421875,250.0,2.090714181444974,34.66518182984457,7937.153600792151,496.4080427347188,514.3841484882995
"[4, 5, 10, 12, 14, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-018,Q2-020,Q2-021",1598.3852900958318,7844.322975131394,1027.1998019523794,109.209989,23.0411106,400.5534973144531,700.5534973144531,300.0,2.125543241275984,33.57677371012551,8232.412921384384,361.1854881434524,388.08994625299016
"[5, 10, 12, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-017,Q2-020,Q2-030,Q2-031",2421.467771120079,8988.86208053246,1935.502415785774,109.2070368,23.0258342,353.11492919921875,653.1149291992188,300.0,2.1726791047308565,32.10377797716074,9287.778679966701,275.9653553343048,298.91659943423963
"[4, 11, 12, 14, 15, 16, 17, 20]","Q2-012,Q2-013,Q2-018,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",1598.3852900958318,7422.769452303852,737.0440265652117,109.2381219,23.0873727,257.1181945800781,557.1181945800781,300.0,2.1866685646442283,31.66660735486787,8095.653479608072,651.3412635306202,672.8840273042204
"[4, 6, 7, 8, 9, 13, 14, 22]","Q2-008,Q2-009,Q2-011,Q2-018,Q2-021,Q2-022,Q2-023,Q2-024",1598.3852900958318,8000.946961477172,954.8387261441517,109.2813839,23.0210882,378.3836364746094,628.3836364746094,250.0,2.220858474086707,30.598172684790413,8459.953756955545,433.54656395168007,459.0067954783728
"[5, 12, 14, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-020,Q2-021,Q2-030,Q2-031",2421.467771120079,8988.86208053246,1800.3510545747035,109.2102907,23.0499272,371.9468078613281,621.9468078613281,250.0,2.257692291847809,29.44711587975597,9424.499364399613,411.11671654537525,435.63728386715263
"[3, 4, 5, 12, 14, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-018,Q2-019,Q2-020,Q2-021",1202.4283044869223,7844.322975131394,568.8186559240099,109.205203,23.0458064,454.0745849609375,604.0745849609375,150.0,2.2819671158553425,28.688527629520554,8300.068196509248,423.6096485629124,455.7452213778538
"[2, 3, 5, 10, 12, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-015,Q2-016,Q2-017,Q2-019,Q2-020",922.5291497834601,7844.322975131394,381.21832237294285,109.2070368,23.0358342,341.7306823730469,591.7306823730469,250.0,2.315538446125331,27.63942355858341,8199.513574473876,331.3108274105172,355.1905993424834
"[1, 6, 7, 8, 12, 13, 17, 22]","Q2-008,Q2-009,Q2-010,Q2-011,Q2-012,Q2-013,Q2-022,Q2-023",803.9626477115796,8000.946961477172,274.5884747830467,109.2660168,23.0094009,304.2348327636719,554.2348327636719,250.0,2.389816256743282,25.31824197677245,8346.76872402566,319.3741729285329,345.8217625484873
"[7, 8, 9, 12, 13, 17, 18]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-014,Q2-024",2996.903230692702,6373.201701800115,2525.53888363484,109.2584893,23.0075857,368.3415832519531,668.3415832519531,300.0,1.1872153969965007,62.89951884385936,6658.78618079564,261.36434705786166,285.5844789955244
"[7, 8, 10, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-017,Q2-021",2996.903230692702,6373.201701800115,2503.691664231508,109.2187255,23.0381964,270.1216735839844,570.1216735839844,300.0,1.208128453872095,62.245985816497026,6672.448407726642,283.21156646119397,299.24670592652603
"[12, 14, 15, 16, 17, 18, 20]","Q2-012,Q2-013,Q2-014,Q2-021,Q2-026,Q2-028,Q2-029",4415.122514073359,7422.769452303852,3732.9088840471595,109.2453366,23.0631517,224.78103637695312,474.7810363769531,250.0,1.2142063201959832,62.056052493875534,7913.4071047502985,472.2136300261993,490.63765244644674
"[7, 8, 9, 12, 13, 14, 17]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-021,Q2-024",2996.903230692702,6260.292894909243,2385.4743072665146,109.2746285,23.0273251,363.2660217285156,663.2660217285156,300.0,1.2424489568745705,61.17347009766967,6685.6503649866345,401.4289234261873,425.3574700773917
"[8, 9, 12, 14, 15, 16, 17]","Q2-009,Q2-012,Q2-013,Q2-021,Q2-024,Q2-026,Q2-028",3023.126631185436,6260.292894909243,2357.434940763245,109.2653366,23.0531517,272.38226318359375,522.3822631835938,250.0,1.275372047799671,60.14462350626029,6732.536850244357,455.6916904221913,472.2439553351145
"[7, 8, 9, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-021,Q2-024",2996.903230692702,6373.201701800115,2370.8158677419588,109.2574879,23.0519305,246.43299865722656,546.4329986572266,300.0,1.2934887047618964,59.57847797619073,6804.774175733118,416.0873629507431,431.57247393300224
"[5, 7, 8, 12, 13, 17, 18]","Q2-008,Q2-009,Q2-011,Q2-012,Q2-013,Q2-014,Q2-016",2421.467771120079,6373.201701800115,1984.4565114614338,109.2493702,23.0235756,311.2042541503906,561.2042541503906,250.0,1.345141079661727,57.96434126057104,6619.671649304626,227.01125965864514,246.46994750451103
"[5, 7, 8, 10, 12, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-017",2421.467771120079,6373.201701800115,1986.1236919712526,109.2362407,23.0328526,207.9092559814453,507.9092559814453,300.0,1.348946373900038,57.84542581562382,6612.272785699511,225.3440791488262,239.0710838993959
"[12, 14, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-020,Q2-021,Q2-026,Q2-028",4415.122514073359,7844.322975131394,3693.3787615554984,109.2033957,23.0583723,445.2040710449219,695.2040710449219,250.0,1.356347777768276,57.614131944741374,8388.520837858401,511.74375251786006,544.1978627270072
"[5, 7, 8, 12, 14, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-021",2421.467771120079,6373.201701800115,1936.2418961807036,109.215203,23.0358064,200.5194854736328,500.5194854736328,300.0,1.3793269874941172,56.89603164080884,6663.906073036691,275.2258749393753,290.7043712365758
"[11, 12, 14, 15, 16, 17, 20]","Q2-012,Q2-013,Q2-021,Q2-026,Q2-027,Q2-028,Q2-029",3740.6617225335362,7422.769452303852,3069.3622921945735,109.2485519,23.0603271,265.1324462890625,565.1324462890625,300.0,1.4123637117766539,55.86363400697957,7903.616648756096,461.29943033896257,480.84719645224385
"[5, 7, 8, 9, 12, 17, 18]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-016,Q2-024",2421.467771120079,6373.201701800115,1856.7760109021274,109.2562407,23.0428526,262.8716125488281,562.8716125488281,300.0,1.4300026347565167,55.31241766385886,6743.482843935384,354.6917602179515,370.28114213526925
"[15, 16, 17, 18, 19, 21, 23]","Q2-013,Q2-014,Q2-020,Q2-026,Q2-028,Q2-030,Q2-031",4933.85606506257,8988.86208053246,4334.048214810928,109.2033957,23.0383723,476.96923828125,776.96923828125,300.0,1.4689672843351929,54.09477236452523,9411.942367307542,389.8078502516426,423.08028677508014
"[11, 12, 15, 16, 17, 18, 20]","Q2-012,Q2-013,Q2-014,Q2-026,Q2-027,Q2-028,Q2-029",3740.6617225335362,7422.769452303852,2958.3371636410334,109.2281219,23.0773727,302.3335266113281,552.3335266113281,250.0,1.4824867820258287,53.67228806169285,8015.594599676986,572.3245588925028,592.8251473731342
"[10, 12, 15, 16, 17, 18, 21]","Q2-012,Q2-013,Q2-014,Q2-017,Q2-020,Q2-026,Q2-028",3691.9542689266414,7844.322975131394,3076.0850373419476,109.2028191,23.0394186,507.341552734375,657.341552734375,150.0,1.5068277206075484,52.911633731014106,8285.995669443952,405.8692315846937,441.6726943125583
"[5, 12, 14, 15, 16, 17, 18]","Q2-012,Q2-013,Q2-014,Q2-016,Q2-021,Q2-026,Q2-028",2421.467771120079,6373.201701800115,1624.0456900569934,109.2131884,23.0777811,258.8279724121094,558.8279724121094,300.0,1.574953568347659,50.78270098913566,6980.612021897217,587.4220810630856,607.4103200971024
"[8, 11, 12, 14, 17, 18, 20]","Q2-009,Q2-012,Q2-013,Q2-014,Q2-021,Q2-027,Q2-029",3023.126631185436,7422.769452303852,2379.6377021501503,109.2361751,23.0589327,309.4656982421875,609.4656982421875,300.0,1.614041528250626,49.561202242167944,7875.572189525987,433.488929035286,452.80273722213497
"[7, 8, 10, 12, 17, 18, 21]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-014,Q2-017,Q2-020",2996.903230692702,7844.322975131394,2538.9876755559903,109.2133709,23.0277561,306.1321716308594,606.1321716308594,300.0,1.6311644179179798,49.02611194006313,8112.890478306843,247.91555513671165,268.5675031754486
"[7, 8, 11, 12, 14, 17, 20]","Q2-008,Q2-009,Q2-012,Q2-013,Q2-021,Q2-027,Q2-029",2996.903230692702,7422.769452303852,2315.9534586554223,109.2465448,23.0624343,254.78555297851562,404.7855529785156,150.0,1.6462209144634259,48.555596423017946,7912.758402299302,470.9497720372797,489.98894999545024
"[12, 14, 17, 18, 19, 21, 23]","Q2-012,Q2-013,Q2-014,Q2-020,Q2-021,Q2-030,Q2-031",4415.122514073359,8988.86208053246,3794.0057975279833,109.2102907,23.0499272,371.9468078613281,621.9468078613281,250.0,1.648520009278751,48.483749710039035,9424.499364399613,411.11671654537525,435.63728386715263
"[8, 9, 11, 12, 14, 17, 20]","Q2-009,Q2-012,Q2-013,Q2-021,Q2-024,Q2-027,Q2-029",3023.126631185436,7422.769452303852,2290.7599002437873,109.2731357,23.054464,305.53826904296875,605.5382690429688,300.0,1.6657157025696985,47.946384294696934,7970.462264585019,522.3667309416489,547.6928122811671
