sortie,phase,start_s,end_s,direct_available,reason,gap_id
Q2-013,leg2-descent,9017.296562370104,9049.744409049792,False,,16
Q2-014,leg2-cruise,9049.314376681548,9226.048381053217,True,,
Q2-013,S012-handoff,9049.744409049792,9229.744409049792,False,,16
Q2-025,leg1-climb,9137.715209219201,9311.356864492638,True,,
Q2-014,leg2-descent,9226.048381053217,9305.532736521967,True,,
Q2-013,leg3-climb,9229.744409049792,9274.244740674141,False,,16
Q2-013,leg3-cruise,9274.244740674141,9520.859726050387,False,,16
Q2-025,leg1-cruise,9311.356864492638,9553.392716838127,True,,
Q2-013,leg3-cruise,9520.859726050387,9767.474711426632,True,,
Q2-025,leg1-cruise,9553.392716838127,9795.428569183616,False,,18
Q2-015,leg1-climb,9665.532736521965,9720.749079702304,True,,
Q2-015,leg1-cruise,9720.749079702304,9908.55919471241,True,,
Q2-013,leg3-descent,9767.474711426632,9881.715109375851,True,,
Q2-025,leg1-descent,9795.428569183616,9907.080638275413,False,,18
Q2-025,S003-handoff,9907.080638275413,10303.080638275413,False,,18
Q2-015,leg1-descent,9908.55919471241,9941.058806528816,True,,
Q2-015,S011-handoff,9941.058806528816,10151.058806528816,True,,
Q2-015,leg2-climb,10151.058806528816,10178.14181637582,True,,
Q2-015,leg2-cruise,10178.14181637582,10365.951931385927,True,,
Q2-018,leg1-climb,10211.715109375851,10266.93145255619,True,,
Q2-018,leg1-cruise,10266.93145255619,10454.741567566296,True,,
Q2-025,leg2-climb,10303.080638275413,10392.40229354885,False,,18
Q2-015,leg2-descent,10365.951931385927,10432.211543202333,True,,
Q2-025,leg2-cruise,10392.40229354885,10634.438145894339,False,,18
Q2-018,leg1-descent,10454.741567566296,10487.241179382701,True,,
Q2-018,S011-handoff,10487.241179382701,10667.241179382701,True,,
Q2-025,leg2-cruise,10634.438145894339,10876.473998239828,True,,
Q2-018,leg2-climb,10667.241179382701,10694.324189229706,True,,
Q2-018,leg2-cruise,10694.324189229706,10882.134304239813,True,,
Q2-025,leg2-descent,10876.473998239828,11093.526067331624,True,,
Q2-018,leg2-descent,10882.134304239813,10948.393916056219,True,,
Q2-020,leg1-climb,11102.786053227335,11193.279994470824,True,,
Q2-020,leg1-cruise,11193.279994470824,11354.903561134484,True,,
Q2-020,leg1-cruise,11354.903561134484,11516.527127798146,False,,19
Q2-020,leg1-descent,11516.527127798146,11535.519857290334,False,,19
Q2-020,S013-handoff,11535.519857290334,11715.519857290334,False,,19
Q2-020,leg2-climb,11715.519857290334,11766.309981802053,False,,19
Q2-020,leg2-cruise,11766.309981802053,11858.533562656246,False,,19
Q2-020,leg2-descent,11858.533562656246,11919.52171207031,False,,19
Q2-020,S010-handoff,11919.52171207031,12099.52171207031,False,,19
Q2-020,leg3-climb,12099.52171207031,12127.533890618486,False,,19
Q2-020,leg3-cruise,12127.533890618486,12286.815220672517,False,,19
Q2-020,leg3-cruise,12286.815220672517,12446.09655072655,True,,
Q2-020,leg3-descent,12446.09655072655,12569.271164984362,True,,
