运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号,直连路径损耗（dB）,直连门限（dB）
P00071,leg1-climb,379.0,397.6628203420928,直连,,55.62142493215843,122.0
P00089,leg1-climb,395.0,404.04939412434896,直连,,56.2129160027533,122.0
P00107,leg1-climb,395.0,404.04939412434896,直连,,56.2129160027533,122.0
P00071,leg1-climb,397.6628203420928,406.9942305131392,直连,,74.03111890316714,122.0
P00089,leg1-climb,404.04939412434896,413.09878824869793,直连,,66.38297288678419,122.0
P00107,leg1-climb,404.04939412434896,413.09878824869793,直连,,66.38297288678419,122.0
P00071,leg1-climb,406.9942305131392,416.3256406841856,直连,,77.89386793099945,122.0
P00024,leg1-climb,413.0,422.6718205769857,直连,,54.84926104563459,122.0
P00089,leg1-climb,413.09878824869793,422.1481823730469,直连,,73.65557611128986,122.0
P00107,leg1-climb,413.09878824869793,422.1481823730469,直连,,73.65557611128986,122.0
P00071,leg1-climb,416.3256406841856,425.657050855232,直连,,80.55821443491213,122.0
P00089,leg1-climb,422.1481823730469,431.19757649739586,直连,,77.55760837078127,122.0
P00107,leg1-climb,422.1481823730469,431.19757649739586,直连,,77.55760837078127,122.0
P00024,leg1-climb,422.6718205769857,432.34364115397136,直连,,67.48415012187199,122.0
P00071,leg1-climb,425.657050855232,434.9884610262784,直连,,82.59426367590437,122.0
P00037,leg1-climb,430.0,438.6311549595424,直连,,57.0220320104171,122.0
P00089,leg1-climb,431.19757649739586,440.2469706217448,直连,,80.24042241053876,122.0
P00107,leg1-climb,431.19757649739586,440.2469706217448,直连,,80.24042241053876,122.0
P00024,leg1-climb,432.34364115397136,442.01546173095704,直连,,74.46380373438195,122.0
P00071,leg1-climb,434.9884610262784,444.3198711973248,直连,,84.24251418046586,122.0
P00037,leg1-climb,438.6311549595424,447.2623099190848,直连,,65.55593377326753,122.0
P00089,leg1-climb,440.2469706217448,449.29636474609373,直连,,82.2872031221879,122.0
P00107,leg1-climb,440.2469706217448,449.29636474609373,直连,,82.2872031221879,122.0
P00024,leg1-climb,442.01546173095704,451.6872823079427,直连,,78.283142532026,122.0
P00071,leg1-climb,444.3198711973248,453.6512813683712,直连,,85.62731847828361,122.0
P00037,leg1-climb,447.2623099190848,455.89346487862724,直连,,73.06691391177247,122.0
P00089,leg1-climb,449.29636474609373,458.3457588704427,直连,,83.94246818974946,122.0
P00107,leg1-climb,449.29636474609373,458.3457588704427,直连,,83.94246818974946,122.0
P00024,leg1-climb,451.6872823079427,461.3591028849284,直连,,80.92693785901753,122.0
P00071,leg1-climb,453.6512813683712,462.9826915394176,直连,,86.82140053434753,122.0
P00037,leg1-climb,455.89346487862724,464.52461983816966,直连,,77.03365564741469,122.0
P00089,leg1-climb,458.3457588704427,467.39515299479166,直连,,85.33221615138905,122.0
P00107,leg1-climb,458.3457588704427,467.39515299479166,直连,,85.33221615138905,122.0
P00020,leg1-climb,459.0,468.5200331624349,直连,,55.20206987342256,122.0
P00024,leg1-climb,461.3591028849284,471.0309234619141,直连,,82.95100231144117,122.0
P00071,leg1-climb,462.9826915394176,472.314101710464,直连,,87.87099149767278,122.0
P00037,leg1-climb,464.52461983816966,473.15577479771207,直连,,79.74662436906455,122.0
P00089,leg1-climb,467.39515299479166,476.4445471191406,直连,,86.52997009376686,122.0
P00107,leg1-climb,467.39515299479166,476.4445471191406,直连,,86.52997009376686,122.0
P00020,leg1-climb,468.5200331624349,478.0400663248698,直连,,67.22820357699511,122.0
P00024,leg1-climb,471.0309234619141,480.70274403889977,直连,,84.59140206329432,122.0
P00071,leg1-climb,472.314101710464,481.6455118815104,直连,,88.80731548479534,122.0
P00037,leg1-climb,473.15577479771207,481.7869297572545,直连,,81.81085065026684,122.0
P00089,leg1-climb,476.4445471191406,485.4939412434896,直连,,87.58239599079008,122.0
P00107,leg1-climb,476.4445471191406,485.4939412434896,直连,,87.58239599079008,122.0
P00020,leg1-climb,478.0400663248698,487.5600994873047,直连,,74.27352924398483,122.0
P00040,leg1-climb,480.0,489.06271270751955,直连,,58.81621869882936,122.0
P00024,leg1-climb,480.70274403889977,490.37456461588545,直连,,85.9706652946353,122.0
P00071,leg1-cruise,481.6455118815104,491.6005950098874,直连,,89.42315300318778,122.0
P00037,leg1-climb,481.7869297572545,490.4180847167969,直连,,83.47748838814795,122.0
P00089,leg1-cruise,485.4939412434896,495.3324053002915,直连,,88.29731652316553,122.0
P00107,leg1-cruise,485.4939412434896,495.3324053002915,直连,,88.29731652316553,122.0
P00020,leg1-climb,487.5600994873047,497.0801326497396,直连,,78.11171836792278,122.0
P00040,leg1-climb,489.06271270751955,498.1254254150391,直连,,62.9675814802293,122.0
P00024,leg1-climb,490.37456461588545,500.0463851928711,直连,,87.16062741373639,122.0
P00037,leg1-cruise,490.4180847167969,500.410121291833,直连,,84.76676643967491,122.0
P00071,leg1-cruise,491.6005950098874,496.5781365740759,直连,,90.27468807887614,122.0
P00089,leg1-cruise,495.3324053002915,505.17086935709335,直连,,89.81352694893228,122.0
P00107,leg1-cruise,495.3324053002915,505.17086935709335,直连,,89.81352694893228,122.0
P00071,leg1-cruise,496.5781365740759,501.55567813826445,直连,,91.07908772734302,122.0
P00020,leg1-climb,497.0801326497396,506.6001658121745,直连,,80.76445636907572,122.0
P00040,leg1-climb,498.1254254150391,507.1881381225586,直连,,71.33379743766997,122.0
P00024,leg1-climb,500.0463851928711,509.7182057698568,直连,,88.20703498957403,122.0
P00037,leg1-cruise,500.410121291833,505.406139579351,直连,,86.90882787384851,122.0
P00071,leg1-cruise,501.55567813826445,506.5332197024529,直连,,91.96199968736195,122.0
P00089,leg1-cruise,505.17086935709335,515.0093334138953,直连,,91.82580710248216,122.0
P00107,leg1-cruise,505.17086935709335,515.0093334138953,直连,,91.82580710248216,122.0
P00037,leg1-cruise,505.406139579351,510.4021578668691,直连,,88.50741198999438,122.0
P00071,leg1-cruise,506.5332197024529,511.51076126664145,直连,,92.86089503129487,122.0
P00020,leg1-climb,506.6001658121745,516.1201989746094,直连,,82.79374142065463,122.0
P00040,leg1-climb,507.1881381225586,516.2508508300782,直连,,75.515133584751,122.0
P00024,leg1-climb,509.7182057698568,519.3900263468424,直连,,89.14082538467476,122.0
P00001,leg1-climb,510.0,519.6904406738281,直连,,57.99240565837262,122.0
P00037,leg1-cruise,510.4021578668691,515.3981761543871,直连,,90.0014228528677,122.0
P00071,leg1-cruise,511.51076126664145,516.48830283083,直连,,93.73996838761185,122.0
P00089,leg1-cruise,515.0093334138953,524.8477974706972,直连,,93.7465558205091,122.0
P00107,leg1-cruise,515.0093334138953,524.8477974706972,直连,,93.7465558205091,122.0
P00037,leg1-cruise,515.3981761543871,520.3941944419051,直连,,91.34907705608936,122.0
P00020,leg1-climb,516.1201989746094,525.6402321370443,直连,,84.43756318095366,122.0
P00040,leg1-climb,516.2508508300782,525.3135635375977,直连,,78.32578882182621,122.0
P00071,leg1-cruise,516.48830283083,521.4658443950185,直连,,94.58138117811609,122.0
P00024,leg1-climb,519.3900263468424,529.0618469238282,直连,,89.98390077552928,122.0
P00001,leg1-climb,519.6904406738281,529.3808813476562,直连,,64.31881537331904,122.0
P00037,leg1-cruise,520.3941944419051,525.3902127294232,直连,,92.55526110765038,122.0
P00071,leg1-cruise,521.4658443950185,526.443385959207,直连,,95.37786368131358,122.0
P00089,leg1-cruise,524.8477974706972,534.686261527499,直连,,95.4390726311719,122.0
P00107,leg1-cruise,524.8477974706972,534.686261527499,直连,,95.4390726311719,122.0
P00040,leg1-climb,525.3135635375977,534.3762762451172,直连,,80.44587982316202,122.0
P00037,leg1-cruise,525.3902127294232,530.3862310169413,直连,,93.63725198960736,122.0
P00020,leg1-climb,525.6402321370443,535.1602652994792,直连,,85.81924271851256,122.0
P00071,leg1-cruise,526.443385959207,531.4209275233954,直连,,96.12788222157926,122.0
P00024,leg1-climb,529.0618469238282,538.7336675008139,直连,,90.7523363876894,122.0
P00001,leg1-climb,529.3808813476562,539.0713220214843,直连,,72.21730887279031,122.0
P00037,leg1-cruise,530.3862310169413,535.3822493044594,直连,,94.61340278186735,122.0
P00071,leg1-cruise,531.4209275233954,536.398469087584,直连,,96.83280977049029,122.0
P00040,leg1-climb,534.3762762451172,543.4389889526368,直连,,82.14868303046627,122.0
P00089,leg1-cruise,534.686261527499,544.524725584301,直连,,96.91100202722183,122.0
P00107,leg1-cruise,534.686261527499,544.524725584301,直连,,96.91100202722183,122.0
P00020,leg1-climb,535.1602652994792,544.6802984619142,直连,,87.01100199192072,122.0
P00037,leg1-cruise,535.3822493044594,540.3782675919774,直连,,95.49993581740685,122.0
P00071,leg1-cruise,536.398469087584,541.3760106517725,直连,,97.49535919495057,122.0
P00024,leg1-climb,538.7336675008139,548.4054880777995,直连,,91.45828013518559,122.0
P00001,leg1-climb,539.0713220214843,548.7617626953125,直连,,76.28456620563054,122.0
P00037,leg1-cruise,540.3782675919774,545.3742858794955,直连,,96.31038663181158,122.0
P00071,leg1-cruise,541.3760106517725,546.353552215961,直连,,98.11874614577907,122.0
P00040,leg1-climb,543.4389889526368,552.5017016601563,直连,,83.57175599751194,122.0
P00089,leg1-cruise,544.524725584301,554.3631896411028,直连,,98.19807882487551,122.0
