longitude,latitude,ground_dsm_m,hover_altitude_m,agl_m,outbound_flight_s,return_flight_s,preflight_s,fixed_energy_kwh,relay_sortie,service_start_s,service_end_s,preparation_start_s,return_o01_s,energy_kwh,return_soc_percent,takeoff_s,arrival_s,drone_ready_s,charge_complete_s,covered_sorties,covered_gap_ids,pattern_gaps,relay_drone,energy_component
109.2760168,23.0194009,321.5816650390625,621.5816650390625,300.0,442.0330763678303,483.18988178775214,652.0330763678303,0.25660412575411073,RU-001,798.2335336526797,3224.0116068303564,146.20045728484945,3707.2014886181087,0.9978140925584009,68.81830960754998,326.20045728484945,768.2335336526797,4007.2014886181087,4612.563463719959,"P00020,P00024,P00071,P00089,P00107",[],"[('P00020', 0), ('P00024', 0), ('P00071', 0), ('P00089', 0), ('P00107', 0)]",R02,RE-02
109.19944444,23.0575,689.9253540039062,989.9253540039062,300.0,637.2175111345099,709.0696239681688,847.2175111345099,0.35522227823126085,RU-002,884.8578211487485,5731.893724364826,37.640310014238594,6440.963348332994,1.8362610264361736,42.616842923869584,217.6403100142386,854.8578211487485,6740.963348332994,7686.944390322689,"P00010,P00014,P00026,P00028,P00037,P00040,P00041,P00044,P00057,P00272,P00275,P00278",[],"[('P00010', 0), ('P00014', 0), ('P00026', 0), ('P00028', 0), ('P00037', 0), ('P00040', 0), ('P00041', 0), ('P00044', 0), ('P00057', 0), ('P00272', 0), ('P00275', 0), ('P00278', 0)]",R01,RE-01
109.2381714,23.0778414,195.11575317382812,495.1157531738281,300.0,608.2314343935634,638.8494138247157,818.2314343935634,0.3717416664330771,RU-003,4994.899442312268,5841.754785849965,4176.6680079187045,6480.604199674681,0.630503021402929,80.29678058115847,4356.6680079187045,4964.899442312268,6780.604199674681,7236.746052119621,"P00009,P00030",[],"[('P00009', 0), ('P00030', 0)]",R02,RE-03
