K,group,resource,task_id,start_s,end_s,half_open
2,1,A_airframe,P00032,2192.0,3504.4715825390367,True
2,1,A_airframe,P00037,93.0,2100.732659143701,True
2,1,A_airframe,P00041,3921.0,6183.278664396717,True
2,1,A_airframe,P00053,0.0,1312.6157157640037,True
2,1,A_airframe,P00057,2068.0,3795.3186397361906,True
2,1,A_airframe,P00071,1314.0,2967.853569215474,True
2,1,A_airframe,P00089,1225.0,2837.024508122992,True
2,1,A_airframe,P00107,58.0,2067.9934553294233,True
2,1,A_airframe,P00137,3450.0,4642.471582539037,True
2,1,A_airframe,P00140,3217.0,4409.471582539037,True
2,1,A_airframe,P00143,7.0,1199.4715825390365,True
2,1,B_airframe,P00014,2960.0,4520.77979054711,True
2,2,B_airframe,P00018,5791.0,6980.6308045644855,True
2,1,B_airframe,P00020,92.0,2015.8014006521175,True
2,1,B_airframe,P00024,1091.0,2959.5984478690452,True
2,1,B_airframe,P00026,3961.0,5790.574101016009,True
2,1,B_airframe,P00028,4553.0,6518.890111994297,True
2,1,B_airframe,P00030,2016.0,3921.890111994297,True
2,1,B_airframe,P00147,0.0,1090.3578716627396,True
2,1,C_airframe,P00009,2135.0,4440.185491467791,True
2,1,C_airframe,P00010,4628.0,6508.045617096052,True
2,1,C_airframe,P00035,0.0,1627.4267416985467,True
2,1,C_airframe,P00040,23.0,2134.0081265825384,True
2,1,C_airframe,P00044,4042.0,6477.810858112425,True
2,1,C_airframe,P00118,1628.0,4041.779412820788,True
2,1,A_battery,P00032,2192.0,4370.782682265257,True
2,1,A_battery,P00037,93.0,3446.918736410854,True
2,1,A_battery,P00041,3921.0,7544.487724141234,True
2,1,A_battery,P00053,0.0,2190.93138703198,True
2,1,A_battery,P00057,2068.0,4845.66435625793,True
2,1,A_battery,P00071,1314.0,4031.909118925665,True
2,1,A_battery,P00089,1225.0,3902.586111579675,True
2,1,A_battery,P00107,58.0,3216.943617622669,True
2,1,A_battery,P00137,3450.0,5495.797979632528,True
2,1,A_battery,P00140,3217.0,5262.797979632528,True
2,1,A_battery,P00143,7.0,2052.7979796325276,True
2,1,B_battery,P00014,2960.0,6098.499924449938,True
2,2,B_battery,P00018,5791.0,8114.060797780143,True
2,1,B_battery,P00020,92.0,3876.3852377580615,True
2,1,B_battery,P00024,1091.0,4552.399292084187,True
2,1,B_battery,P00026,3961.0,7458.607251386905,True
2,1,B_battery,P00028,4553.0,8479.481514726554,True
2,1,B_battery,P00030,2016.0,5790.374726325144,True
2,1,B_battery,P00147,0.0,2194.6308473810527,True
2,1,C_battery,P00009,2135.0,6946.4180308071445,True
2,1,C_battery,P00010,4628.0,8489.369697077644,True
2,1,C_battery,P00035,0.0,3274.522716105184,True
2,1,C_battery,P00040,23.0,4626.192493114018,True
2,1,C_battery,P00044,4042.0,8976.141523481003,True
2,1,C_battery,P00118,1628.0,6036.46286200132,True
2,1,relay_airframe,RU-001,101.44458569527194,3388.3541773255615,True
2,1,relay_airframe,RU-002,1828.5777415373598,5280.132235676182,True
2,1,relay_airframe,RU-003,3905.78248886549,7163.069623968169,True
2,1,relay_energy,RU-001,101.44458569527194,3921.1718033259394,True
2,1,relay_energy,RU-002,1828.5777415373598,5821.40138289772,True
2,1,relay_energy,RU-003,3905.78248886549,7681.287528666286,True
3,1,A_airframe,P00032,2192.0,3504.4715825390367,True
3,2,A_airframe,P00037,93.0,2100.732659143701,True
3,2,A_airframe,P00041,3921.0,6183.278664396717,True
3,2,A_airframe,P00053,0.0,1312.6157157640037,True
3,2,A_airframe,P00057,2068.0,3795.3186397361906,True
3,2,A_airframe,P00071,1314.0,2967.853569215474,True
3,2,A_airframe,P00089,1225.0,2837.024508122992,True
3,2,A_airframe,P00107,58.0,2067.9934553294233,True
3,1,A_airframe,P00137,3450.0,4642.471582539037,True
3,1,A_airframe,P00140,3217.0,4409.471582539037,True
3,1,A_airframe,P00143,7.0,1199.4715825390365,True
3,2,B_airframe,P00014,2960.0,4520.77979054711,True
3,3,B_airframe,P00018,5791.0,6980.6308045644855,True
3,2,B_airframe,P00020,92.0,2015.8014006521175,True
3,2,B_airframe,P00024,1091.0,2959.5984478690452,True
3,2,B_airframe,P00026,3961.0,5790.574101016009,True
3,2,B_airframe,P00028,4553.0,6518.890111994297,True
3,2,B_airframe,P00030,2016.0,3921.890111994297,True
3,1,B_airframe,P00147,0.0,1090.3578716627396,True
3,2,C_airframe,P00009,2135.0,4440.185491467791,True
3,2,C_airframe,P00010,4628.0,6508.045617096052,True
3,1,C_airframe,P00035,0.0,1627.4267416985467,True
3,2,C_airframe,P00040,23.0,2134.0081265825384,True
3,2,C_airframe,P00044,4042.0,6477.810858112425,True
3,2,C_airframe,P00118,1628.0,4041.779412820788,True
3,1,A_battery,P00032,2192.0,4370.782682265257,True
3,2,A_battery,P00037,93.0,3446.918736410854,True
3,2,A_battery,P00041,3921.0,7544.487724141234,True
3,2,A_battery,P00053,0.0,2190.93138703198,True
3,2,A_battery,P00057,2068.0,4845.66435625793,True
3,2,A_battery,P00071,1314.0,4031.909118925665,True
3,2,A_battery,P00089,1225.0,3902.586111579675,True
3,2,A_battery,P00107,58.0,3216.943617622669,True
3,1,A_battery,P00137,3450.0,5495.797979632528,True
3,1,A_battery,P00140,3217.0,5262.797979632528,True
3,1,A_battery,P00143,7.0,2052.7979796325276,True
3,2,B_battery,P00014,2960.0,6098.499924449938,True
3,3,B_battery,P00018,5791.0,8114.060797780143,True
3,2,B_battery,P00020,92.0,3876.3852377580615,True
3,2,B_battery,P00024,1091.0,4552.399292084187,True
3,2,B_battery,P00026,3961.0,7458.607251386905,True
3,2,B_battery,P00028,4553.0,8479.481514726554,True
3,2,B_battery,P00030,2016.0,5790.374726325144,True
3,1,B_battery,P00147,0.0,2194.6308473810527,True
3,2,C_battery,P00009,2135.0,6946.4180308071445,True
3,2,C_battery,P00010,4628.0,8489.369697077644,True
3,1,C_battery,P00035,0.0,3274.522716105184,True
3,2,C_battery,P00040,23.0,4626.192493114018,True
3,2,C_battery,P00044,4042.0,8976.141523481003,True
3,2,C_battery,P00118,1628.0,6036.46286200132,True
3,2,relay_airframe,RU-001,101.44458569527194,3388.3541773255615,True
3,2,relay_airframe,RU-002,1828.5777415373598,5280.132235676182,True
3,2,relay_airframe,RU-003,3905.78248886549,7163.069623968169,True
3,2,relay_energy,RU-001,101.44458569527194,3921.1718033259394,True
3,2,relay_energy,RU-002,1828.5777415373598,5821.40138289772,True
3,2,relay_energy,RU-003,3905.78248886549,7681.287528666286,True
