运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号,直连路径损耗（dB）,直连门限（dB）
P00024,leg1-cruise,655.3302745943682,660.1381504796985,直连,,104.92500631718971,122.0
P00011,leg1-cruise,656.2606155046533,661.019526078916,直连,,102.1177002697556,122.0
P00002,leg1-cruise,657.557552992039,662.5087954044616,直连,,99.48710131238956,122.0
P00107,leg1-cruise,657.8241238639979,662.7605567835338,直连,,118.11726594321999,122.0
P00020,leg1-cruise,657.8985216801959,662.8308213877208,直连,,108.24069465493777,122.0
P00071,leg1-cruise,658.5313081119476,663.4284530177085,直连,,117.64907617666618,122.0
P00032,leg1-cruise,658.8247242850962,668.6433503308939,直连,,117.72565268316322,122.0
P00024,leg1-cruise,660.1381504796985,664.946026365029,直连,,105.26458570584248,122.0
P00128,leg1-descent,660.4534635921094,669.3591246028516,直连,,119.77937214525187,122.0
P00011,leg1-cruise,661.019526078916,665.7784366531787,直连,,102.58680470549638,122.0
P00002,leg1-cruise,662.5087954044616,667.4600378168841,直连,,100.14446470513619,122.0
P00107,leg1-cruise,662.7605567835338,667.6969897030698,直连,,118.31731569882518,122.0
P00020,leg1-cruise,662.8308213877208,667.7631210952458,直连,,108.48628770706401,122.0
P00071,leg1-cruise,663.4284530177085,668.3255979234694,直连,,117.85794993619018,122.0
P00024,leg1-cruise,664.946026365029,669.7539022503593,直连,,105.59216761819414,122.0
P00011,leg1-cruise,665.7784366531787,670.5373472274413,直连,,103.03249339460616,122.0
P00002,leg1-cruise,667.4600378168841,672.4112802293066,直连,,100.7562351602266,122.0
P00107,leg1-cruise,667.6969897030698,672.6334226226056,直连,,118.51290320150744,122.0
P00020,leg1-cruise,667.7631210952458,672.6954208027707,直连,,108.7251939586935,122.0
P00071,leg1-cruise,668.3255979234694,673.2227428292304,直连,,118.06198517413686,122.0
P00032,leg1-cruise,668.6433503308939,678.4619763766917,直连,,118.13827922218648,122.0
P00128,S001-handoff,669.3591246028516,679.0242235794507,直连,,119.77894086539243,122.0
P00024,leg1-cruise,669.7539022503593,674.5617781356896,直连,,105.90851478592165,122.0
