sortie,time_s,direct_available,direct_margin_db,access_margin_db,backhaul_margin_db
P00041,5631.247068451468,False,-2.2948966652415237,5.732571851932761,9.848345329793744
P00041,5646.005352131072,False,-1.9921551416904322,5.672798409077103,9.848345329793744
P00041,5660.763635810675,False,-1.678557173762556,5.588678681767362,9.848345329793744
P00041,5675.5219194902775,False,-1.3533015509140967,5.4816136060034495,9.848345329793744
P00041,5690.280203169881,False,-1.015495780078254,5.353297023322739,9.848345329793744
P00041,5705.038486849484,False,-0.6641418173143876,5.20563391412189,9.848345329793744
P00041,5719.796770529087,False,-0.29811893270301937,5.040657888204734,9.848345329793744
P00041,5734.55505420869,True,0.08383700114184478,,
P00041,5749.313337888293,True,10.483158716577378,,
P00041,5764.071621567896,True,10.901478456216722,,
P00041,5778.829905247499,True,11.340666160517614,,
P00041,5793.588188927102,True,11.802877046050895,,
P00041,5808.346472606705,True,12.290611405669708,,
P00041,5823.104756286308,True,12.806790467560006,,
P00041,5837.863039965911,True,13.35485355775532,,
P00041,5852.621323645514,True,13.93888378743651,,
P00041,5867.379607325117,True,14.56377225528162,,
P00041,5882.137891004721,True,15.235434579841623,,
P00041,5896.896174684323,True,15.961098661171377,,
P00041,5911.654458363926,True,16.749688675608112,,
P00041,5926.412742043529,True,17.612335493325602,,
P00041,5941.1710257231325,True,18.563040306943847,,
P00041,5955.929309402735,True,19.619479913640646,,
P00041,5970.687593082338,True,20.80378086405082,,
P00041,5985.445876761942,True,22.14250914623176,,
P00041,6000.204160441544,True,23.663102926613547,,
P00041,6014.962444121147,True,25.37706248495094,,
P00041,6029.72072780075,True,27.21878837193509,,
P00041,6044.479011480354,True,28.873983524417852,,
P00041,6059.237295159956,True,29.603583756332725,,
P00041,6059.237295159956,True,29.603583756332725,,
P00041,6073.707433099409,True,30.39757554864353,,
P00041,6088.177571038863,True,31.271517054970587,,
P00041,6102.647708978316,True,32.24333053746041,,
P00041,6117.1178469177685,True,33.337734390683934,,
P00041,6131.587984857221,True,34.59018323002155,,
P00041,6146.058122796674,True,36.054155177428655,,
P00041,6160.528260736128,True,37.8159108734673,,
P00041,6174.998398675581,True,40.028350015985325,,
P00041,6189.468536615033,True,43.00435495025728,,
P00041,6203.938674554487,True,47.56732701194896,,
P00041,6218.40881249394,True,57.768704199031504,,
P00041,6232.878950433393,True,45.92517525248826,,
P00044,4151.872013856502,True,45.92517525248826,-10.15528941580672,9.848345329793744
P00044,4166.342151795955,True,57.7687041990316,-0.1487752398700195,9.848345329793744
P00044,4180.812289735409,True,47.56732701194865,-0.14253106245345748,9.848345329793744
P00044,4195.2824276748615,True,43.00435495025734,-0.13655806356223366,9.848345329793744
P00044,4209.752565614314,True,40.02835001598538,-0.1308573756764133,9.848345329793744
P00044,4224.222703553768,True,37.81591087346723,-0.12543008304969305,9.848345329793744
P00044,4238.692841493221,True,36.0541551774287,-0.12027722103455574,9.848345329793744
P00044,4253.162979432674,True,34.590183230021594,-0.1153997754347813,9.848345329793744
P00044,4267.633117372127,True,33.337734390683906,-0.11079868188616615,9.848345329793744
P00044,4282.10325531158,True,32.24333053746038,-0.1064748252661758,9.848345329793744
P00044,4296.573393251033,True,31.271517054970587,-0.10242903913339774,9.848345329793744
P00044,4311.043531190487,True,30.397575548643516,-0.09866210519753338,9.848345329793744
P00044,4325.513669129939,True,29.603583756332725,-0.09517475282042653,9.848345329793744
P00044,4325.513669129939,True,29.603583756332725,-0.09517475282042653,9.848345329793744
P00044,4340.18250866603,True,28.52342367935111,0.1668932676661683,9.848345329793744
P00044,4354.85134820212,True,26.320796616559207,0.4339600709585909,9.848345329793744
P00044,4369.520187738211,True,24.111867089316945,0.7059298655643005,9.848345329793744
P00044,4384.1890272743,True,22.185789020096294,0.982643255783529,9.848345329793744
P00044,4398.857866810391,True,20.54061461532126,1.2638621969981187,9.848345329793744
P00044,4413.526706346481,True,19.1248697861338,1.5492520468486362,9.848345329793744
P00044,4428.195545882571,True,17.890397239165296,1.8383603421696932,9.848345329793744
P00044,4442.864385418661,True,16.79973676429141,2.130591989607467,9.848345329793744
P00044,4457.533224954752,True,15.82476681734866,2.425180691390409,9.848345329793744
P00044,4472.202064490842,True,14.944344717818936,2.721156675390432,9.848345329793744
P00044,4486.870904026932,True,14.142371504801673,3.0173112097902504,9.848345329793744
P00044,4501.539743563023,True,13.406393832012697,3.312159015336107,9.848345329793744
P00044,4516.208583099113,True,12.726623544310002,3.6039006006629677,9.848345329793744
P00044,4530.877422635203,True,12.095250446996346,3.890387778596235,9.848345329793744
P00044,4545.546262171293,True,11.505955625923747,4.169097162535778,9.848345329793744
P00044,4560.215101707384,True,10.953561882639875,4.437118177847708,9.848345329793744
P00044,4574.883941243474,True,10.433778797240919,4.691163771718806,9.848345329793744
P00044,4589.552780779564,False,-0.05698602997169644,4.927613055537563,9.848345329793744
P00044,4604.221620315654,False,-0.5217687736520134,5.142594815997128,9.848345329793744
P00044,4618.890459851745,False,-0.9631573577759411,5.332118298838267,9.848345329793744
P00044,4633.5592993878345,False,-1.3833747237812446,5.492252173364932,9.848345329793744
P00044,4648.228138923925,False,-1.7843438042187927,5.619344040206016,9.848345329793744
P00044,4662.896978460016,False,-2.1677387755950264,5.71026234594963,9.848345329793744
P00044,4677.565817996106,False,-2.535025896845994,5.762632651716743,9.848345329793744
P00044,4692.234657532196,False,-2.887496354450704,5.7750344008562,9.848345329793744
P00044,4706.903497068286,False,-3.2262929081031047,5.747125866529402,9.848345329793744
P00044,4721.572336604377,False,-3.552431681414731,5.6796750137414165,9.848345329793744
P00044,4736.241176140466,False,-3.8668201158676254,5.574490580046373,9.848345329793744
P00044,4750.910015676557,False,-4.1702718669938434,5.43426598884929,9.848345329793744
P00044,4765.578855212647,False,-4.463519244160949,5.2623632042572694,9.848345329793744
P00044,4780.247694748738,False,-4.747223662425611,5.062570449591135,9.848345329793744
P00044,4794.916534284827,False,-5.021984474336236,4.838866121523807,9.848345329793744
P00044,4809.585373820918,False,-5.2883464728186595,4.595213402563047,9.848345329793744
P00044,4809.585373820918,False,-5.2883464728186595,4.595213402563047,9.848345329793744
P00044,4823.541882457393,False,-5.286511959376341,4.587366989497298,9.848345329793744
P00044,4837.498391093867,False,-5.28480471971443,4.579040667653771,9.848345329793744
P00044,4851.454899730342,False,-5.2832249042796775,4.570237219724831,9.848345329793744
P00044,4865.411408366816,False,-5.2817726524128545,4.560959574309976,9.848345329793744
P00044,4879.367917003291,False,-5.280448092308021,4.551210802749637,9.848345329793744
P00044,4893.324425639766,False,-5.279251340974767,4.540994115830671,9.848345329793744
P00044,4907.28093427624,False,-5.278182504203926,4.530312860370486,9.848345329793744
P00044,4921.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4921.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4935.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4950.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4965.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4979.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,4994.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5009.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5023.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5038.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5053.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5067.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5082.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5097.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5111.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5126.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5141.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5155.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5170.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5185.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5199.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5214.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5229.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5243.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5258.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5273.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5287.904109579382,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5302.570776246048,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5317.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5317.237442912715,False,-5.27724167653642,4.519170515687577,9.848345329793744
P00044,5332.124385458288,False,-5.2785245643307235,4.533924685498164,9.848345329793744
P00044,5347.01132800386,False,-5.280034968766927,4.547857068529353,9.848345329793744
P00044,5361.898270549434,False,-5.2817726524128545,4.560959574309976,9.848345329793744
P00044,5376.785213095007,False,-5.283737342346868,4.573224538567587,9.848345329793744
P00044,5391.672155640579,False,-5.28592873030037,4.584644737699463,9.848345329793744
P00044,5406.559098186152,False,-5.2883464728186595,4.595213402563047,9.848345329793744
P00044,5406.559098186152,False,-5.2883464728186595,4.595213402563047,9.848345329793744
P00044,5421.227937722243,False,-5.021984474336236,4.838866121523807,9.848345329793744
P00044,5435.896777258333,False,-4.747223662425611,5.062570449591135,9.848345329793744
P00044,5450.5656167944235,False,-4.463519244160949,5.2623632042572694,9.848345329793744
P00044,5465.234456330513,False,-4.1702718669938434,5.43426598884929,9.848345329793744
P00044,5479.903295866604,False,-3.8668201158676254,5.574490580046373,9.848345329793744
P00044,5494.572135402694,False,-3.552431681414731,5.6796750137414165,9.848345329793744
P00044,5509.240974938784,False,-3.2262929081031047,5.747125866529402,9.848345329793744
P00044,5523.909814474874,False,-2.887496354450704,5.7750344008562,9.848345329793744
P00044,5538.578654010965,False,-2.535025896845994,5.762632651716743,9.848345329793744
P00044,5553.247493547055,False,-2.1677387755950264,5.71026234594963,9.848345329793744
P00044,5567.916333083145,False,-1.7843438042187927,5.619344040206016,9.848345329793744
P00044,5582.585172619236,False,-1.3833747237812446,5.492252173364932,9.848345329793744
P00044,5597.254012155326,False,-0.9631573577759411,5.332118298838267,9.848345329793744
P00044,5611.922851691416,False,-0.5217687736520134,5.142594815997128,9.848345329793744
P00044,5626.591691227506,False,-0.05698602997169644,4.927613055537563,9.848345329793744
P00044,5641.260530763597,True,10.433778797240919,4.691163771718806,9.848345329793744
P00044,5655.9293702996865,True,10.953561882639875,4.437118177847708,9.848345329793744
P00044,5670.598209835777,True,11.505955625923747,4.169097162535778,9.848345329793744
P00044,5685.267049371867,True,12.095250446996346,3.890387778596235,9.848345329793744
P00044,5699.935888907958,True,12.726623544310002,3.6039006006629677,9.848345329793744
P00044,5714.604728444047,True,13.406393832012697,3.312159015336107,9.848345329793744
P00044,5729.273567980138,True,14.142371504801673,3.0173112097902504,9.848345329793744
P00044,5743.942407516229,True,14.944344717818936,,
P00044,5758.6112470523185,True,15.82476681734866,,
P00044,5773.280086588409,True,16.79973676429141,,
P00044,5787.948926124499,True,17.890397239165296,,
P00044,5802.61776566059,True,19.1248697861338,,
P00044,5817.286605196679,True,20.54061461532126,,
P00044,5831.95544473277,True,22.185789020096294,,
P00044,5846.62428426886,True,24.111867089316945,,
P00044,5861.2931238049505,True,26.320796616559207,,
P00044,5875.96196334104,True,28.52342367935111,,
P00044,5890.630802877131,True,29.603583756332725,,
P00044,5890.630802877131,True,29.603583756332725,,
P00044,5905.100940816584,True,30.232864505227653,,
P00044,5919.571078756037,True,30.911321730408403,,
P00044,5934.04121669549,True,31.647297975721486,,
P00044,5948.511354634943,True,32.45145710685314,,
P00044,5962.981492574397,True,33.33773439068395,,
P00044,5977.4516305138495,True,34.324828623179016,,
P00044,5991.921768453302,True,35.43865578026087,,
P00044,6006.391906392756,True,36.716619240587605,,
P00044,6020.862044332209,True,38.21559561711737,,
P00044,6035.332182271662,True,40.02835001598528,,
P00044,6049.802320211115,True,42.321992324236675,,
P00044,6064.272458150568,True,45.44753815641705,,
P00044,6078.742596090021,True,50.37744924191591,,
P00044,6093.212734029475,True,62.91875675665537,,
P00044,6107.682871968927,True,45.92517525248826,,
P00057,428.6607964974155,True,45.92517525248826,,
P00057,442.89313631403877,True,54.82639856944985,,
P00057,457.12547613066204,True,45.635011939631795,,
P00057,471.3578159472853,True,41.26997978254616,,
P00057,485.59015576390857,True,38.37843506593954,,
P00057,499.82249558053184,True,36.21282476384954,,
P00057,514.0548353971551,True,34.48083495583842,,
P00057,528.2871752137784,True,33.03745467566074,,
P00057,542.5195150304016,True,31.800098386360844,,
P00057,556.7518548470249,True,30.717231343301734,,
P00057,556.7518548470249,True,30.717231343301734,,
P00057,571.2833545200616,True,29.821076520763214,,
P00057,585.8148541930983,True,27.891653799931362,,
P00057,600.346353866135,True,25.856326008165425,,
P00057,614.8778535391717,True,24.027010104869433,,
