K,group,sites,A_airframe,B_airframe,C_airframe,A_battery,B_battery,C_battery,relay_airframe,relay_energy,transport_sorties,relay_sorties,site_count,sortie_count,transport_flight_time_s,box_count,relay_time_s,transport_energy_kwh,relay_energy_kwh,transport_flight_time_mean_s,transport_flight_time_min_s,transport_flight_time_max_s,transport_flight_time_cv,relay_service_time_mean_s,relay_service_time_min_s,relay_service_time_max_s,relay_service_time_cv,sortie_count_mean,sortie_count_min,sortie_count_max,sortie_count_cv
2,1,"S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S012,S013,S014,S015",4,2,2,6,4,4,2,2,"P00001,P00002,P00006,P00008,P00009,P00010,P00014,P00020,P00024,P00026,P00028,P00030,P00037,P00040,P00053,P00057,P00071,P00089,P00107,P00118","RU-001,RU-002,RU-003,RU-004",14,20,29416.998312912576,77,4490.0,62.66731800553807,2.585179564443678,15108.31455873853,799.6308045644855,29416.998312912576,0.947073460679174,2245.0,0,4490.0,1.0,10.5,1,20,0.9047619047619048
2,2,S011,0,1,0,0,1,0,0,0,P00018,,1,1,799.6308045644855,3,0,1.0771461381899774,0,15108.31455873853,799.6308045644855,29416.998312912576,0.947073460679174,2245.0,0,4490.0,1.0,10.5,1,20,0.9047619047619048
3,1,S001,0,0,1,0,0,2,0,0,"P00001,P00002",,1,2,2138.8534833970934,15,0,5.93089945025946,0,10072.209705825684,799.6308045644855,27278.144829515477,1.209140016319786,1496.6666666666667,0,4490.0,1.414213562373095,7.0,1,18,1.1126972805283735
3,2,"S002,S003,S004,S005,S006,S007,S008,S009,S010,S012,S013,S014,S015",4,2,2,6,4,4,2,2,"P00006,P00008,P00009,P00010,P00014,P00020,P00024,P00026,P00028,P00030,P00037,P00040,P00053,P00057,P00071,P00089,P00107,P00118","RU-001,RU-002,RU-003,RU-004",13,18,27278.144829515477,62,4490.0,56.73641855527861,2.585179564443678,10072.209705825684,799.6308045644855,27278.144829515477,1.209140016319786,1496.6666666666667,0,4490.0,1.414213562373095,7.0,1,18,1.1126972805283735
3,3,S011,0,1,0,0,1,0,0,0,P00018,,1,1,799.6308045644855,3,0,1.0771461381899774,0,10072.209705825684,799.6308045644855,27278.144829515477,1.209140016319786,1496.6666666666667,0,4490.0,1.414213562373095,7.0,1,18,1.1126972805283735
