运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号,直连路径损耗（dB）,直连门限（dB）
P00053,leg1-climb,361.0,380.8664866129557,直连,,54.20585834236107,122.0
P00071,leg1-climb,372.0,381.3314101710464,直连,,55.62142493215843,122.0
P00053,leg1-climb,380.8664866129557,390.7997299194336,直连,,74.78204726946568,122.0
P00071,leg1-climb,381.3314101710464,390.6628203420928,直连,,66.89926097440376,122.0
P00107,leg1-climb,388.0,397.04939412434896,直连,,56.2129160027533,122.0
P00032,leg1-climb,390.0,399.6904406738281,直连,,54.80497750786803,122.0
P00071,leg1-climb,390.6628203420928,399.9942305131392,直连,,74.03111890316714,122.0
P00053,leg1-climb,390.7997299194336,400.73297322591145,直连,,78.57067892861296,122.0
P00024,leg1-climb,395.0,404.6718205769857,直连,,54.84926104563459,122.0
P00107,leg1-climb,397.04939412434896,406.09878824869793,直连,,66.38297288678419,122.0
P00032,leg1-climb,399.6904406738281,409.38088134765627,直连,,67.51503459175112,122.0
P00071,leg1-climb,399.9942305131392,409.3256406841856,直连,,77.89386793099945,122.0
P00053,leg1-climb,400.73297322591145,410.6662165323893,直连,,81.19984520234055,122.0
P00024,leg1-climb,404.6718205769857,414.34364115397136,直连,,67.48415012187199,122.0
P00107,leg1-climb,406.09878824869793,415.1481823730469,直连,,73.65557611128986,122.0
P00071,leg1-climb,409.3256406841856,418.657050855232,直连,,80.55821443491213,122.0
P00032,leg1-climb,409.38088134765627,419.0713220214844,直连,,74.48686069242545,122.0
P00053,leg1-climb,410.6662165323893,420.5994598388672,直连,,83.21535105027098,122.0
P00024,leg1-climb,414.34364115397136,424.01546173095704,直连,,74.46380373438195,122.0
P00107,leg1-climb,415.1481823730469,424.19757649739586,直连,,77.55760837078127,122.0
P00071,leg1-climb,418.657050855232,427.9884610262784,直连,,82.59426367590437,122.0
P00032,leg1-climb,419.0713220214844,428.76176269531254,直连,,78.30394043774606,122.0
P00053,leg1-climb,420.5994598388672,430.53270314534507,直连,,84.85013341755516,122.0
P00024,leg1-climb,424.01546173095704,433.6872823079427,直连,,78.283142532026,122.0
P00107,leg1-climb,424.19757649739586,433.2469706217448,直连,,80.24042241053876,122.0
P00071,leg1-climb,427.9884610262784,437.3198711973248,直连,,84.24251418046586,122.0
P00032,leg1-climb,428.76176269531254,438.45220336914065,直连,,80.94666213903065,122.0
P00053,leg1-climb,430.53270314534507,440.4659464518229,直连,,86.22542664716444,122.0
P00107,leg1-climb,433.2469706217448,442.29636474609373,直连,,82.2872031221879,122.0
P00024,leg1-climb,433.6872823079427,443.3591028849284,直连,,80.92693785901753,122.0
P00071,leg1-climb,437.3198711973248,446.6512813683712,直连,,85.62731847828361,122.0
P00032,leg1-cruise,438.45220336914065,448.2708294149384,直连,,82.88383902694989,122.0
P00053,leg1-cruise,440.4659464518229,450.2839504896497,直连,,87.14418816324618,122.0
P00107,leg1-climb,442.29636474609373,451.3457588704427,直连,,83.94246818974946,122.0
P00024,leg1-climb,443.3591028849284,453.0309234619141,直连,,82.95100231144117,122.0
P00071,leg1-climb,446.6512813683712,455.9826915394176,直连,,86.82140053434753,122.0
P00032,leg1-cruise,448.2708294149384,458.0894554607362,直连,,86.77063365844988,122.0
P00053,leg1-cruise,450.2839504896497,455.19295250856317,直连,,88.46694117382063,122.0
P00107,leg1-climb,451.3457588704427,460.39515299479166,直连,,85.33221615138905,122.0
P00020,leg1-climb,452.0,461.5200331624349,直连,,55.20206987342256,122.0
P00024,leg1-climb,453.0309234619141,462.70274403889977,直连,,84.59140206329432,122.0
P00053,leg1-cruise,455.19295250856317,460.1019545274766,直连,,89.60661687358545,122.0
P00071,leg1-climb,455.9826915394176,465.314101710464,直连,,87.87099149767278,122.0
P00032,leg1-cruise,458.0894554607362,467.90808150653396,直连,,90.16068595088801,122.0
P00053,leg1-cruise,460.1019545274766,469.91995856530343,直连,,91.33986635610543,122.0
P00107,leg1-climb,460.39515299479166,469.4445471191406,直连,,86.52997009376686,122.0
P00020,leg1-climb,461.5200331624349,471.0400663248698,直连,,67.22820357699511,122.0
P00024,leg1-climb,462.70274403889977,472.37456461588545,直连,,85.9706652946353,122.0
P00071,leg1-climb,465.314101710464,474.6455118815104,直连,,88.80731548479534,122.0
P00032,leg1-cruise,467.90808150653396,477.72670755233173,直连,,92.74417043864779,122.0
P00107,leg1-climb,469.4445471191406,478.4939412434896,直连,,87.58239599079008,122.0
P00053,leg1-cruise,469.91995856530343,479.73796260313026,直连,,93.4334944376099,122.0
P00020,leg1-climb,471.0400663248698,480.5600994873047,直连,,74.27352924398483,122.0
P00024,leg1-climb,472.37456461588545,482.0463851928711,直连,,87.16062741373639,122.0
P00071,leg1-cruise,474.6455118815104,484.6005950098874,直连,,89.42315300318778,122.0
P00032,leg1-cruise,477.72670755233173,487.5453335981295,直连,,94.77944721369933,122.0
P00107,leg1-cruise,478.4939412434896,488.3324053002915,直连,,88.29731652316553,122.0
P00053,leg1-cruise,479.73796260313026,489.55596664095714,直连,,95.22326313354593,122.0
P00040,leg1-climb,480.0,489.06271270751955,直连,,58.81621869882936,122.0
P00020,leg1-climb,480.5600994873047,490.0801326497396,直连,,78.11171836792278,122.0
P00024,leg1-climb,482.0463851928711,491.7182057698568,直连,,88.20703498957403,122.0
P00071,leg1-cruise,484.6005950098874,489.5781365740759,直连,,90.27468807887614,122.0
P00032,leg1-cruise,487.5453335981295,497.3639596439273,直连,,96.44576962711744,122.0
P00107,leg1-cruise,488.3324053002915,498.17086935709335,直连,,89.81352694893228,122.0
P00040,leg1-climb,489.06271270751955,498.1254254150391,直连,,62.9675814802293,122.0
P00053,leg1-cruise,489.55596664095714,499.37397067878396,直连,,96.75282535347614,122.0
P00071,leg1-cruise,489.5781365740759,494.55567813826445,直连,,91.07908772734302,122.0
P00020,leg1-climb,490.0801326497396,499.6001658121745,直连,,80.76445636907572,122.0
P00024,leg1-climb,491.7182057698568,501.3900263468425,直连,,89.14082538467477,122.0
P00071,leg1-cruise,494.55567813826445,499.5332197024529,直连,,91.96199968736195,122.0
P00032,leg1-cruise,497.3639596439273,507.1825856897251,直连,,97.8520566432842,122.0
P00040,leg1-climb,498.1254254150391,507.1881381225586,直连,,71.33379743766997,122.0
P00107,leg1-cruise,498.17086935709335,508.00933341389526,直连,,91.82580710248216,122.0
P00053,leg1-cruise,499.37397067878396,509.1919747166108,直连,,98.0761533209399,122.0
P00071,leg1-cruise,499.5332197024529,504.51076126664145,直连,,92.86089503129487,122.0
P00020,leg1-climb,499.6001658121745,509.1201989746094,直连,,82.79374142065463,122.0
P00024,leg1-climb,501.3900263468425,511.06184692382817,直连,,89.98390077552928,122.0
P00071,leg1-cruise,504.51076126664145,509.48830283083,直连,,93.73996838761185,122.0
P00032,leg1-cruise,507.1825856897251,517.0012117355228,直连,,99.06671421641943,122.0
P00040,leg1-climb,507.1881381225586,516.2508508300782,直连,,75.515133584751,122.0
P00107,leg1-cruise,508.00933341389526,517.8477974706972,直连,,93.7465558205091,122.0
P00020,leg1-climb,509.1201989746094,518.6402321370443,直连,,84.43756318095366,122.0
P00053,leg1-cruise,509.1919747166108,519.0099787544376,直连,,99.23704115616549,122.0
P00071,leg1-cruise,509.48830283083,514.4658443950185,直连,,94.58138117811609,122.0
P00024,leg1-climb,511.06184692382817,520.7336675008139,直连,,90.7523363876894,122.0
P00071,leg1-cruise,514.4658443950185,519.443385959207,直连,,95.37786368131358,122.0
P00040,leg1-climb,516.2508508300782,525.3135635375977,直连,,78.32578882182621,122.0
P00032,leg1-cruise,517.0012117355228,526.8198377813206,直连,,100.13484872048119,122.0
P00107,leg1-cruise,517.8477974706972,527.686261527499,直连,,95.4390726311719,122.0
P00020,leg1-climb,518.6402321370443,528.1602652994792,直连,,85.81924271851256,122.0
P00053,leg1-cruise,519.0099787544376,528.8279827922645,直连,,100.26846841120901,122.0
P00071,leg1-cruise,519.443385959207,524.4209275233954,直连,,96.12788222157926,122.0
P00024,leg1-climb,520.7336675008139,530.4054880777995,直连,,91.45828013518559,122.0
P00071,leg1-cruise,524.4209275233954,529.398469087584,直连,,96.83280977049029,122.0
P00040,leg1-climb,525.3135635375977,534.3762762451172,直连,,80.44587982316202,122.0
P00032,leg1-cruise,526.8198377813206,536.6384638271184,直连,,101.08755538491656,122.0
P00107,leg1-cruise,527.686261527499,537.524725584301,直连,,96.91100202722183,122.0
P00020,leg1-climb,528.1602652994792,537.6802984619142,直连,,87.01100199192072,122.0
P00053,leg1-cruise,528.8279827922645,538.6459868300914,直连,,101.19505758530933,122.0
P00071,leg1-cruise,529.398469087584,534.3760106517725,直连,,97.49535919495057,122.0
P00024,leg1-climb,530.4054880777995,540.0773086547852,直连,,92.11113613912283,122.0
P00071,leg1-cruise,534.3760106517725,539.353552215961,直连,,98.11874614577907,122.0
P00040,leg1-climb,534.3762762451172,543.4389889526368,直连,,82.14868303046627,122.0
P00032,leg1-cruise,536.6384638271184,546.4570898729162,直连,,101.94709420372484,122.0
P00107,leg1-cruise,537.524725584301,547.3631896411028,直连,,98.19807882487551,122.0
P00020,leg1-climb,537.6802984619142,547.200331624349,直连,,88.05879851973764,122.0
P00053,leg1-cruise,538.6459868300914,548.4639908679181,直连,,102.03537905817474,122.0
P00071,leg1-cruise,539.353552215961,544.3310937801496,直连,,98.70625710012145,122.0
P00035,leg1-climb,540.0,549.6904406738281,直连,,57.99240565837262,122.0
P00024,leg1-climb,540.0773086547852,549.7491292317709,直连,,92.7183334879742,122.0
P00040,leg1-climb,543.4389889526368,552.5017016601563,直连,,83.57175599751194,122.0
P00071,leg1-cruise,544.3310937801496,549.3086353443381,直连,,99.26103776385926,122.0
P00032,leg1-cruise,546.4570898729162,556.275715918714,直连,,102.72991147153638,122.0
P00020,leg1-cruise,547.200331624349,552.1226955376876,直连,,88.62193949568058,122.0
P00107,leg1-cruise,547.3631896411028,557.2016536979047,直连,,99.33492585341342,122.0
P00053,leg1-cruise,548.4639908679181,558.281994905745,直连,,102.80365874306017,122.0
P00071,leg1-cruise,549.3086353443381,554.2861769085266,直连,,99.78599954198044,122.0
P00035,leg1-climb,549.6904406738281,559.3808813476562,直连,,64.31881537331904,122.0
P00024,leg1-cruise,549.7491292317709,554.6224778065052,直连,,93.03602034252147,122.0
P00020,leg1-cruise,552.1226955376876,557.0450594510261,直连,,89.23517390393181,122.0
P00040,leg1-cruise,552.5017016601563,562.1425306393023,直连,,85.00014891739812,122.0
P00071,leg1-cruise,554.2861769085266,559.263718472715,直连,,100.28378812514757,122.0
P00024,leg1-cruise,554.6224778065052,559.4958263812395,直连,,93.2635488404322,122.0
P00032,leg1-cruise,556.275715918714,566.0943419645117,直连,,103.44848484892461,122.0
P00020,leg1-cruise,557.0450594510261,561.9674233643645,直连,,90.25048742002153,122.0
P00107,leg1-cruise,557.2016536979047,567.0401177547067,直连,,100.34968608126796,122.0
P00053,leg1-cruise,558.281994905745,563.1909969246585,直连,,103.33934933855903,122.0
P00071,leg1-cruise,559.263718472715,564.2412600369036,直连,,100.75678375866576,122.0
P00035,leg1-climb,559.3808813476562,569.0713220214843,直连,,72.21730887279031,122.0
P00024,leg1-cruise,559.4958263812395,564.3691749559737,直连,,93.68569326913595,122.0
P00020,leg1-cruise,561.9674233643645,566.8897872777031,直连,,91.43214461991818,122.0
