K,group,sites,A_airframe,B_airframe,C_airframe,A_battery,B_battery,C_battery,relay_airframe,relay_energy,transport_sorties,relay_sorties,site_count,sortie_count,transport_flight_time_s,box_count,relay_time_s,transport_energy_kwh,relay_energy_kwh,transport_flight_time_mean_s,transport_flight_time_min_s,transport_flight_time_max_s,transport_flight_time_cv,relay_service_time_mean_s,relay_service_time_min_s,relay_service_time_max_s,relay_service_time_cv,sortie_count_mean,sortie_count_min,sortie_count_max,sortie_count_cv
2,1,"S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S012,S013,S014,S015",4,2,2,5,4,4,2,4,"Q23-001,Q23-002,Q23-003,Q23-004,Q23-005,Q23-006,Q23-007,Q23-008,Q23-009,Q23-010,Q23-011,Q23-012,Q23-013,Q23-014,Q23-017,Q23-018,Q23-019,Q23-020,Q23-021,Q23-022,Q23-023,Q23-024,Q23-025","R3-001,R3-002,R3-003,R3-004,R3-005,R3-006,R3-007",14,23,35601.926626318265,77,8420.253480985748,72.55549901419515,4.430611411773463,18602.546646476145,1603.1666666340248,35601.926626318265,0.9138200431854469,4210.126740492874,0,8420.253480985748,1.0,12.5,2,23,0.84
2,2,S011,1,1,0,1,1,0,0,0,"Q23-015,Q23-016",,1,2,1603.1666666340248,3,0,2.0721782441420937,0,18602.546646476145,1603.1666666340248,35601.926626318265,0.9138200431854469,4210.126740492874,0,8420.253480985748,1.0,12.5,2,23,0.84
3,1,"S001,S002,S003,S005,S006,S007,S008,S009,S010,S012,S013,S014,S015",4,2,2,5,4,4,2,3,"Q23-001,Q23-002,Q23-003,Q23-004,Q23-005,Q23-006,Q23-007,Q23-010,Q23-011,Q23-012,Q23-013,Q23-014,Q23-017,Q23-018,Q23-019,Q23-020,Q23-021,Q23-022,Q23-023,Q23-024,Q23-025","R3-001,R3-002,R3-003,R3-004,R3-006",13,21,32282.968698802604,71,7012.865988286985,64.42922565251193,3.4120747368603785,12401.69776431743,1603.1666666340248,32282.968698802604,1.1349753778423644,2806.7511603285825,0,7012.865988286985,1.079241488006325,8.333333333333334,2,21,1.0748023074035522
3,2,S004,0,1,1,0,1,1,1,2,"Q23-008,Q23-009","R3-005,R3-007",1,2,3318.9579275156584,6,1407.3874926987628,8.12627336168322,1.0185366749130846,12401.69776431743,1603.1666666340248,32282.968698802604,1.1349753778423644,2806.7511603285825,0,7012.865988286985,1.079241488006325,8.333333333333334,2,21,1.0748023074035522
3,3,S011,1,1,0,1,1,0,0,0,"Q23-015,Q23-016",,1,2,1603.1666666340248,3,0,2.0721782441420937,0,12401.69776431743,1603.1666666340248,32282.968698802604,1.1349753778423644,2806.7511603285825,0,7012.865988286985,1.079241488006325,8.333333333333334,2,21,1.0748023074035522
